title,house_type,district,bizcircle_name,avg_price,area_range,sale_status,open_date,longitude,latitude,tags,index
棠颂大院,别墅,临安,临安,27100,190㎡,在售,2022-06-11,119.76762621563,30.242125473555,"['车位充足', '人车分流', '置换改善', '入户花园']",5
桃李望湖里,住宅,临安,临安,26000,94-178㎡,在售,2022-12-18,119.7375601874,30.246260080951,"['特价好房', '优惠楼盘', '绿化率高', '人车分流']",5
青溪美庐,住宅,临安,临安,12400,41-75㎡,在售,2022-12-99,119.61317057526,30.267842613872,"['低单价', '低总价', '低密居所', '人车分流']",5
越秀星颂府,住宅,临安,青山湖科技城,19836,89-99㎡,在售,2024-07-99,119.83755888167,30.255708676636,"['绿化率高', '封闭管理', '国央企', '品牌房企']",5
越秀云麓悦映邸,住宅,临安,临安,18200,89㎡,在售,2024-05-18,119.70496192719,30.2030683143,"['绿化率高', '人车分流', '国央企', '品牌房企']",6
绿城檀影云庐,别墅,临安,临安,21800,125-163㎡,在售,2023-01-99,119.71404928258,30.198967917836,"['低单价', '低总价', '车位充足', '人车分流']",6
宸著锦庭,住宅,临安,临安,20000,97-115㎡,在售,2022-11-23,119.7066979314,30.233206939569,"['车位充足', '绿化率高', '品牌房企', '近地铁']",6
西径里,别墅,临安,临安,28000,175-298㎡,在售,2024-06-17,119.7282536336,30.261869440215,"['车位充足', '人车分流', '国央企', '置换改善']",6
荣栖贤府,别墅,临安,临安,17500,144-187㎡,在售,2024-04-13,119.73312233479,30.27867500666,"['低单价', '低总价', '车位充足', '人车分流']",6
崇文栖云府,住宅,临安,青山湖科技城,20500,89-115㎡,在售,2024-05-16,119.82781132269,30.259339472649,"['绿化率高', '人车分流', '品牌房企', '近地铁']",6
万科朗拾湖著,住宅,钱塘区,金沙湖,38300,103-185㎡,在售,2024-06-99,120.32386394856,30.317400768417,"['车位充足', '绿化率高', '国央企', '品牌房企']",1
春意江南名邸,住宅,钱塘区,大江东,18800,66-123㎡,在售,2022-12-24,120.45225086781,30.320254813069,"['低单价', '低总价', '车位充足', '小型社区']",1
江山云樾府,住宅,钱塘区,大学城北,26200,88-128㎡,在售,2023-10-03,120.39723217002,30.3361999726,"['绿化率高', '大型社区', '品牌房企', '健身跑道']",1
江东阳光名城,住宅,钱塘区,大江东,18700,89-156㎡,在售,2023-07-20,120.49469387165,30.26989879657,"['低单价', '低总价', '低密居所', '人车分流']",1
佳源驭远玖墅,别墅,钱塘区,大江东,31000,189-294㎡,在售,2021-09-30,120.54934553971,30.294590766452,"['车位充足', '人车分流', '置换改善', '品牌房企']",1
三迪雅颂美筑,住宅,钱塘区,大江东,14600,88-112㎡,在售,2023-08-05,120.60290762732,30.296055188825,"['低单价', '低总价', '车位充足', '绿化率高']",1
杭臻源,住宅,钱塘区,金沙湖,37500,105-142㎡,在售,2022-08-17,120.32231781541,30.319583015128,"['车位充足', '绿化率高', '品牌房企', '近地铁']",1
青西铭府,住宅,钱塘区,大江东,20800,101-136㎡,在售,2022-09-25,120.49839402307,30.329959980107,"['车位充足', '人车分流', '国央企', '品牌房企']",1
湖悦岚湾,住宅,钱塘区,大江东,21300,89-135㎡,在售,2022-08-20,120.49255498404,30.320045646413,"['低总价', '绿化率高', '小型社区', '品牌房企']",1
锦上云澜,住宅,钱塘区,工业园北,27500,99-160㎡,在售,2023-09-13,120.3343112724,30.332570073842,"['绿化率高', '人车分流', '品牌房企', '地铁沿线']",1
久映樾府,住宅,钱塘区,大江东,22700,98-138㎡,在售,2023-06-23,120.46573042089,30.307303374711,"['低总价', '绿化率高', '低密居所', '高品质小区']",2
江东阳光名城,别墅,钱塘区,大江东,36400,212㎡,在售,2023-03-26,120.49469387165,30.26989879657,"['人车分流', '大型社区', '置换改善', '品牌房企']",2
滨江湖映里,住宅,钱塘区,大江东,21300,89-128㎡,在售,2023-09-09,120.4874336407,30.318548003895,"['低总价', '绿化率高', '人车分流', '品牌房企']",2
凯德璟高府,住宅,钱塘区,金沙湖,38300,106-169㎡,在售,2023-12-99,120.34480060479,30.317540113263,"['绿化率高', '人车分流', '近地铁', '地铁沿线']",2
紫棠园,住宅,钱塘区,金沙湖,38300,108-176㎡,在售,2024-03-99,120.3270267443,30.319415506667,"['绿化率高', '人车分流', '国央企', '品牌房企']",2
潮映望月府,住宅,钱塘区,工业园北,27500,85-125㎡,在售,2024-06-99,120.33632609115,30.330693350888,"['车位充足', '绿化率高', '品牌房企', '地铁沿线']",2
河印观翠湾,住宅,钱塘区,大江东,21300,89-98㎡,在售,2023-11-18,120.48434398143,30.315151171164,"['低总价', '绿化率高', '人车分流', '品牌房企']",2
天阳湖与舍,住宅,钱塘区,大江东,22240,100-128㎡,在售,2024-06-99,120.50299715232,30.329038162986,"['车位充足', '绿化率高', '置换改善', '高品质小区']",2
兴耀月琉璃,住宅,钱塘区,工业园南,27500,89-150㎡,在售,2024-05-13,120.34260154803,30.300933111077,"['绿化率高', '人车分流', '品牌房企', '地铁沿线']",2
龙湖亚伦·金沙御湖境,住宅,钱塘区,金沙湖,38200,113-208㎡,在售,2024-06-99,120.34006379795,30.316647907107,"['车位充足', '绿化率高', '品牌房企', '近地铁']",2
沐晴川府,住宅,钱塘区,工业园南,30650,106-138㎡,在售,2024-06-29,120.33061109581,30.304531275653,"['车位充足', '绿化率高', '品牌房企', '地铁沿线']",3
中旅•锦绣东方,住宅,杭州湾新区,杭州湾新区,8800,89-116㎡,在售,2021-05-01,121.203536,30.362255,"['宁波楼盘', '低单价', '低密居所', '人车分流', '国央企']",1
祥源·漫城,住宅,杭州湾新区,杭州湾新区,10500,88-137㎡,在售,2021-06-10,121.214512,30.3236,"['宁波楼盘', '特价好房', '优惠楼盘', '小型社区', '封闭管理']",1
中旅·海泉湾,住宅,杭州湾新区,杭州湾新区,10000,75-111㎡,在售,2021-06-17,121.20907248025,30.319687928381,"['宁波楼盘', '低单价', '低总价', '封闭管理', '国央企']",1
世外旭辉城,住宅,杭州湾新区,杭州湾新区,10000,85-95㎡,在售,2021-06-22,121.23292305402,30.350466596724,"['宁波楼盘', '特价好房', '优惠楼盘', '小型社区', '品牌房企']",1
云漫里,住宅,杭州湾新区,杭州湾新区,10000,90-132㎡,在售,2021-09-22,121.19757973502,30.331626778508,"['宁波楼盘', '低单价', '低总价', '车位充足', '人车分流']",1
吉瑞府,住宅,杭州湾新区,杭州湾新区,10000,85-138㎡,在售,2020-04-23,121.24132237821,30.323271445189,"['宁波楼盘', '优惠楼盘', '低单价', '封闭管理', '公交直达']",1
缤印爱达城,住宅,临平区,崇贤,23600,106-148㎡,在售,2024-06-99,120.16541675467,30.386216015379,"['绿化率高', '人车分流', '国央企', '品牌房企']",1
融创融耀之城,住宅,临平区,星桥,24000,89-125㎡,在售,2023-09-09,120.268986,30.396692,"['绿化率高', '人车分流', '品牌房企', '健身跑道']",1
湖印宸山庄,别墅,临平区,星桥,60000,135-270㎡,在售,2022-01-22,120.2503471299,30.396464072005,"['车位充足', '绿化率高', '置换改善', '养老舒适']",1
天樾四季城,住宅,临平区,塘栖,22813,95-110㎡,在售,2022-04-99,120.18823360351,30.478081905001,"['车位充足', '低密居所', '国央企', '养老舒适']",1
西房良语云缦,住宅,临平区,临平新城,28500,96-139㎡,在售,2022-12-13,120.28327173624,30.386952961835,"['车位充足', '绿化率高', '品牌房企', '健身跑道']",1
德信博宸君府,住宅,临平区,临平新城,28500,58-89㎡,在售,2021-08-20,120.320495,30.437258,"['低总价', '车位充足', '低密居所', '养老舒适']",1
华景川湖沁宸园,住宅,临平区,临平运河,19800,98-118㎡,在售,2023-09-24,120.30127987202,30.479591400731,"['优惠楼盘', '低总价', '车位充足', '绿化率高']",1
中骏鼎湖未来云城,住宅,临平区,临平新城,28500,108-190㎡,在售,2023-03-18,120.30668064568,30.404258511854,"['车位充足', '绿化率高', '品牌房企', '贴心物业']",1
华城茶语华邸,住宅,临平区,东湖,22600,97-194㎡,在售,2022-04-10,120.29738038943,30.439118914023,"['车位充足', '低密居所', '置换改善', '养老舒适']",1
临之锦,住宅,临平区,临平新城,29000,89-132㎡,在售,2022-01-11,120.30631571143,30.414718794046,"['小型社区', '近地铁', '地铁沿线', '大三居']",1
月语和风里,住宅,临平区,崇贤,23600,105-137㎡,在售,2023-03-15,120.17361464989,30.383815485062,"['优惠楼盘', '绿化率高', '人车分流', '品牌房企']",2
荷禹宸府,住宅,临平区,东湖,22600,96-127㎡,在售,2023-06-27,120.28979341874,30.444259201362,"['车位充足', '绿化率高', '品牌房企', '公交直达']",2
圣奥晓风望月府,住宅,临平区,崇贤,27720,127-139㎡,在售,2023-02-19,120.18461570652,30.392035244254,"['车位充足', '绿化率高', '置换改善', '高品质小区']",2
中建潮阅尚境府,住宅,临平区,乔司,26600,98-139㎡,在售,2024-06-26,120.31278120987,30.372554589352,"['车位充足', '绿化率高', '国央企', '品牌房企']",2
翠著邱山里,住宅,临平区,临平新城,29780,139-189㎡,在售,2024-04-22,120.30175245202,30.426538389419,"['车位充足', '人车分流', '国央企', '置换改善']",2
汀南学仕府,住宅,临平区,乔司,28940,100-139㎡,在售,2024-01-04,120.30489190807,30.363858072736,"['优惠楼盘', '车位充足', '绿化率高', '置换改善']",2
湖翠云来府,住宅,临平区,临平新城,29780,168-200㎡,在售,2023-11-10,120.29476431774,30.392349989697,"['车位充足', '绿化率高', '置换改善', '高品质小区']",2
听荷芳翠府,住宅,临平区,东湖,22600,98-139㎡,在售,2024-05-20,120.27035497095,30.457166330446,"['绿化率高', '小型社区', '品牌房企', '入户花园']",2
杭颂星澜府,住宅,临平区,星桥,25050,89-117㎡,在售,2024-07-06,120.25736299332,30.409898034535,"['优惠楼盘', '低密居所', '封闭管理', '品牌房企']",2
青隽府,住宅,临平区,崇贤,24630,95-115㎡,在售,2024-07-99,120.1779121841,30.39377703587,"['车位充足', '低密居所', '养老舒适', '公交直达']",2
月依星河轩,住宅,临平区,东湖,22600,99-139㎡,在售,2024-04-99,120.27585764772,30.456197802368,"['车位充足', '绿化率高', '品牌房企', '小三居']",3
绿城汀桂里,住宅,临平区,乔司,28940,121-139㎡,在售,2024-05-21,120.30481436843,30.362364824176,"['车位充足', '绿化率高', '国央企', '置换改善']",3
春曼雅庐,住宅,临平区,乔司,32640,176-188㎡,在售,2024-04-26,120.29059272153,30.355003342249,"['车位充足', '绿化率高', '置换改善', '高品质小区']",3
星缦和润城,住宅,临平区,星桥,27000,89-125㎡,在售,2024-06-99,120.25567163346,30.3758516623,"['绿化率高', '低密居所', '国央企', '置换改善']",3
绿翠芳映轩,住宅,临平区,东湖,23580,91-109㎡,在售,2024-02-15,120.27626658017,30.447255659677,"['绿化率高', '低密居所', '高品质小区', '养老舒适']",3
保亿沁东润府,别墅,临平区,乔司,32640,245-249㎡,在售,2024-05-16,120.29133537513,30.357337708227,"['车位充足', '人车分流', '置换改善', '品牌房企']",3
兴耀颂香望庐,住宅,临平区,星桥,28200,143-193㎡,在售,2024-07-02,120.27895740687,30.410800672334,"['车位充足', '绿化率高', '置换改善', '高品质小区']",3
璀璨映澜,住宅,临平区,乔司,28940,99-128㎡,在售,2024-06-20,120.30231054384,30.36242729475,"['车位充足', '绿化率高', '国央企', '置换改善']",3
