,SYMBOL,IND,NAME,TOTAL VALUE,ERP,OPEN DATE,CLOSE DATE,BASE,ADJBASE,PNL,PNL RATIO,HIS DAYS,STRATEGY,pnl_growth
0,PRGS,软件<span style='color:#ff4444;'><b>↑2</b></span>/1,Progress Software Corp.,16.6,0.1,2026-02-20,2026-03-02,40.33000183105469,38.560001373291016,-437.19011306762695,-0.04388793397972885,10,空头排列,7569.63810634613
1,DUOL,软件<span style='color:#ff4444;'><b>↑2</b></span>/1,多邻国,48.2,4.2,2026-02-26,2026-02-27,117.44999694824219,101.0,-1398.249740600586,-0.140059577485484,1,低于买入价10%,7569.63810634613
2,RKLB,航空航天国防<span style='color:#00a859;'><b>↓5</b></span>/17,Rocket Lab Corp.,391.7,-4.7,2026-02-19,2026-03-05,76.58000183105469,70.0,-855.4002380371094,-0.0859232394061705,14,连续下跌,117.00019836425781
3,DG,折扣商店<span style='color:#00a859;'><b>↓14</b></span>/25,美国达乐公司,322.1,-0.2,2025-11-11,2026-03-05,104.06999969482422,146.5500030517578,4078.080322265625,0.40818683080140605,114,连续下跌,-1240.659912109375
4,MU,半导体<span style='color:#00a859;'><b>↓3</b></span>/28,美光科技公司,4374.3,-1.5,2025-12-19,2026-03-03,265.9200134277344,379.67999267578125,4209.119232177734,0.42779773429487267,74,连续下跌,-4371.609540939331
5,CRML,工业金属采矿<span style='color:#00a859;'><b>↓27</b></span>/29,Critical Metals Corp.,11.6,-4.3,2026-02-26,2026-03-05,10.880000114440918,9.630000114440918,-1148.75,-0.11488970467388941,7,低于买入价10%,-8717.758330345154
