,SYMBOL,IND,NAME,TOTAL VALUE,ERP,SHARPE RATIO,SORTINO RATIO,MAX DD,OPEN DATE,BASE,ADJBASE,PNL,PNL RATIO,AVG TRANS,AVG DAYS,WIN RATE,TOTAL PNL RATIO,STRATEGY,pnl_growth
19,TYRA,生物技术<span style='color:#00a859;'><b>↓6</b></span>/6,"Tyra Biosciences, Inc.",18.3,-10.0,2.6111679214300505,8.744329615329933,-0.10859872257449787,2026-02-27,33.310001373291016,34.540000915527344,368.99986267089844,0.03692583282877255,2,67.5,1.0,0.6258430975152581,连续上涨,1512.4089980125427
20,SLNO,生物技术<span style='color:#00a859;'><b>↓6</b></span>/6,"Soleno Therapeutics, Inc.",19.7,-3.5,-1.9413390803140238,-2.6711990683506714,-0.10329875335726446,2026-02-25,41.0099983215332,38.56999969482422,-592.9196662902832,-0.05949765244022966,4,17.0,0.0,-0.1275603529702052,连续上涨,1512.4089980125427
21,CLDX,生物技术<span style='color:#00a859;'><b>↓6</b></span>/6,塞德斯医疗,19.5,-17.4,2.7449532075009757,8.292242614146806,-0.07537279210552927,2026-02-24,24.84000015258789,29.360000610351562,1817.040184020996,0.1819645905796328,4,20.0,0.5,0.002993937757920151,连续上涨,1512.4089980125427
22,PVLA,生物技术<span style='color:#00a859;'><b>↓6</b></span>/6,"Palvella Therapeutics, Inc.",17.9,-7.7,4.61863130361707,14.858176297696867,-0.11345559017487838,2026-02-19,82.33000183105469,134.9499969482422,6367.0194091796875,0.6391351141369629,2,11.0,0.5,0.25802143104046155,连续上涨,1512.4089980125427
23,IOVA,生物技术<span style='color:#00a859;'><b>↓6</b></span>/6,"Iovance Biotherapeutics, Inc.",18.2,-28.6,6.989911804599908,39.750449657507474,-0.030769202554013275,2026-02-11,2.5999999046325684,4.579999923706055,7615.080073356628,0.7615384968074834,8,11.375,0.125,0.015180275840696643,多头排列,1512.4089980125427
24,RLAY,生物技术<span style='color:#00a859;'><b>↓6</b></span>/6,"Relay Therapeutics, Inc.",17.2,-22.3,2.4884125638538697,6.851074509589768,-0.06042883740039162,2026-01-27,8.5,9.640000343322754,1340.6404037475586,0.13411768744973576,3,29.0,0.6666666666666666,0.08895627268220255,多头排列,1512.4089980125427
25,ORIC,生物技术<span style='color:#00a859;'><b>↓6</b></span>/6,"Oric Pharmaceuticals, Inc.",13.6,-15.0,4.837718162687518,11.331451874444436,-0.06722691544951498,2026-01-07,8.680000305175781,13.850000381469727,5955.840087890625,0.5956221076641133,1,57.0,1.0,0.5956221076641133,连续上涨,1512.4089980125427
26,NVAX,生物技术<span style='color:#00a859;'><b>↓6</b></span>/6,诺瓦瓦克斯医药,15.9,23.3,2.9725868241345013,4.6112575927714685,-0.15192134700749516,2025-12-22,6.889999866485596,9.989999771118164,4498.099861621857,0.4499274259367722,2,43.5,0.5,0.17495029282187669,连续上涨,1512.4089980125427
27,NTLA,生物技术<span style='color:#00a859;'><b>↓6</b></span>/6,"Intellia Therapeutics, Inc.",15.5,-33.3,1.1984954517610227,1.9320641635836375,-0.14831606373632933,2025-12-04,9.739999771118164,13.149999618530273,3498.659843444824,0.3501026619655287,1,91.0,1.0,0.3501026619655287,连续上涨,1512.4089980125427
28,SBET,博彩<span style='color:#ff4444;'><b>↑19</b></span>/7,"Sharplink, Inc.",15.3,-104.9,1.704088022600043,3.2208393414799232,-0.08720117450824572,2026-02-25,7.440000057220459,7.929999828338623,658.5596923828125,0.06586018378355028,5,12.0,0.2,-0.0656663408752071,连续上涨,1491.8395385742188
29,YELP,互联网内容信息<span style='color:#ff4444;'><b>↑15</b></span>/8,Yelp,14.5,5.3,0.20785672041164774,0.308956007370413,-0.1900081644206374,2026-02-27,22.290000915527344,24.270000457763672,887.039794921875,0.08882904714719186,5,18.6,0.4,-0.02713749465020055,连续上涨,887.039794921875
30,ABR,抵押贷款REIT<span style='color:#ff4444;'><b>↑8</b></span>/9,阿伯房地产信托,16.5,2.4,2.191575292505953,5.8644937228169285,-0.08778626533075395,2026-02-27,7.929999828338623,8.59000015258789,832.2604088783264,0.08322828985325982,5,7.6,0.2,-0.020639666764861158,连续上涨,832.2604088783264
31,ECPG,信贷服务<span style='color:#00a859;'><b>↓3</b></span>/10,安可资本,15.3,11.1,7.730735147196814,19.423331201416346,-0.03133021779041323,2026-02-04,56.130001068115234,72.68000030517578,2945.8998641967773,0.2948512189938619,3,38.0,0.6666666666666666,0.11312203180458397,连续上涨,781.4198913574219
32,CRAI,咨询服务<span style='color:#ff4444;'><b>↑9</b></span>/11,CRA国际,12.2,0.3,0.6832635742679817,0.9820820171551399,-0.17592997060851767,2026-02-27,172.66000366210938,185.38999938964844,725.6097564697266,0.07372868908569755,3,27.333333333333332,0.6666666666666666,0.05305427847183605,连续上涨,725.6097564697266
33,NFLX,娱乐<span style='color:#ff4444;'><b>↑10</b></span>/12,奈飞公司,4174.5,-1.5,4.568907298065911,4.568907298065911,-0.07724119383089056,2026-02-26,84.58999633789062,99.16999816894531,1720.4402160644531,0.17236082825699128,4,8.25,0.25,-0.002918081082177852,连续上涨,345.7400360107422
