,SYMBOL,IND,NAME,TOTAL VALUE,ERP,SHARPE RATIO,SORTINO RATIO,MAX DD,OPEN DATE,BASE,ADJBASE,PNL,PNL RATIO,AVG TRANS,AVG DAYS,WIN RATE,TOTAL PNL RATIO,STRATEGY,pnl_growth
188,SZ002383,计算机设备<span style='color:#ff4444;'><b>↑34</b></span>/25,合众思壮,92.7,-1.7,3.6573365299507588,14.92821349853448,-0.038360987254937085,2026-03-02,12.130000114440918,12.520000457763672,312.0002746582031,0.03215171802500262,3,35.333333333333336,1.0,0.08794058736762649,连续上涨,609.0003967285156
189,SZ001339,计算机设备<span style='color:#ff4444;'><b>↑34</b></span>/25,智微智能,167.3,-0.7,4.626284984526996,14.620981479596649,-0.07496932506318899,2026-02-12,55.36000061035156,66.33000183105469,1097.0001220703125,0.19815753431642638,5,19.8,0.4,0.04555283250565234,多头排列,609.0003967285156
190,SH600256,石油行业<span style='color:#ff4444;'><b>↑21</b></span>/26,广汇能源,434.7,1.3,3.4694666536805037,9.227088794541013,-0.05882351441216904,2026-01-06,5.0,6.800000190734863,3600.0003814697266,0.3600000381469727,3,45.333333333333336,0.6666666666666666,0.12414685240089758,均线收敛,596.001148223877
191,SH601857,石油行业<span style='color:#ff4444;'><b>↑21</b></span>/26,中国石油,22511.6,5.7,2.6565822636843848,6.273941851279879,-0.07099694838619441,2025-12-23,9.890000343322754,12.300000190734863,2409.9998474121094,0.24368046145106798,2,65.0,1.0,0.1978276348648018,多头排列,596.001148223877
192,SH600028,石油行业<span style='color:#ff4444;'><b>↑21</b></span>/26,中国石化,8319.7,3.0,1.5371148836700095,3.4440567180279835,-0.12020460825907542,2025-10-14,5.420000076293945,6.880000114440918,2628.000068664551,0.2693726969733334,1,143.0,1.0,0.2693726969733334,连续上涨,596.001148223877
193,SH605007,造纸印刷<span style='color:#ff4444;'><b>↑48</b></span>/27,五洲特纸,79.9,1.2,3.6387473753593906,6.286939069358938,-0.09714284624372194,2025-12-23,11.729999542236328,16.790000915527344,4048.0010986328125,0.43137268292905023,3,36.333333333333336,0.6666666666666666,0.14144274496770876,均线收敛,504.0008544921875
194,SH603257,工程咨询服务<span style='color:#ff4444;'><b>↑32</b></span>/28,中国瑞林,83.8,-0.4,1.5465897874421168,2.1199479216892443,-0.05788974099630706,2026-02-24,59.95000076293945,69.86000061035156,990.9999847412109,0.16530441570133192,2,23.0,1.0,0.09947956606508294,均线收敛,459.0003967285156
195,SH600629,工程咨询服务<span style='color:#ff4444;'><b>↑32</b></span>/28,华建集团,217.5,-0.8,2.872761615388974,6.702906745909467,-0.04915589876467441,2026-02-13,21.190000534057617,22.420000076293945,491.99981689453125,0.05804622516452569,4,28.5,0.75,0.1197136666362079,连续上涨,459.0003967285156
196,SZ301235,医疗服务<span style='color:#ff4444;'><b>↑16</b></span>/29,华康洁净,59.1,-0.4,2.9751464459003953,5.814066582606594,-0.14174253777776114,2025-12-03,30.34000015258789,54.880001068115234,7362.000274658203,0.8088332495751215,3,44.333333333333336,0.3333333333333333,0.24588664736648577,突破半年线,438.00086975097656
197,SH601328,银行<span style='color:#ff4444;'><b>↑42</b></span>/30,交通银行,5982.2,13.8,-2.3033905323074872,-4.601489372208382,-0.03958943902207268,2026-03-06,6.769999980926514,6.769999980926514,0.0,0.0,4,18.5,0.5,-0.0066497057985480095,连续上涨,433.0021619796753
