idx,symbol,industry,sector
659,SINT,Medical Devices,Healthcare
660,SIMO,Semiconductors,Technology
661,SIMA,Shell Companies,Financial Services
662,SILO,Biotechnology,Healthcare
663,SILC,Communication Equipment,Technology
664,SIGIP,Insurance - Property & Casualty,Financial Services
665,SIGI,Insurance - Property & Casualty,Financial Services
666,SIGA,Drug Manufacturers - Specialty & Generic,Healthcare
667,SIFY,Telecom Services,Communication Services
668,SIEB,Capital Markets,Financial Services
669,SIDU,Aerospace & Defense,Industrials
670,SIBN,Medical Devices,Healthcare
671,SHPH,Drug Manufacturers - Specialty & Generic,Healthcare
672,SHOTU,Shell Companies,Financial Services
673,SHOT,Shell Companies,Financial Services
674,SHOP,Software - Application,Technology
675,SHOO,Footwear & Accessories,Consumer Cyclical
676,SHOE,Apparel Retail,Consumer Cyclical
677,SHMD,Specialty Industrial Machinery,Industrials
678,SHLS,Solar,Technology
679,SHIP,Marine Shipping,Industrials
680,SHIM,Engineering & Construction,Industrials
681,SHFS,Banks - Regional,Financial Services
682,SHEN,Telecom Services,Communication Services
683,SHC,Diagnostics & Research,Healthcare
684,SHBI,Banks - Regional,Financial Services
685,SHAZ,Information Technology Services,Technology
686,SGRY,Medical Care Facilities,Healthcare
687,SGP,Biotechnology,Healthcare
688,SGMT,Biotechnology,Healthcare
689,SGML,Other Industrial Metals & Mining,Basic Materials
690,SGLY,Integrated Freight & Logistics,Industrials
691,SGHT,Medical Devices,Healthcare
692,SGC,Apparel Manufacturing,Consumer Cyclical
693,SGA,Broadcasting,Communication Services
694,SFWL,Integrated Freight & Logistics,Industrials
695,SFST,Banks - Regional,Financial Services
696,SFNC,Banks - Regional,Financial Services
697,SFM,Grocery Stores,Consumer Defensive
698,SFIX,Apparel Retail,Consumer Cyclical
699,SFHG,Specialty Business Services,Industrials
700,SFD,Packaged Foods,Consumer Defensive
701,SFBC,Banks - Regional,Financial Services
702,SEZL,Credit Services,Financial Services
703,SEV,,
704,SERV,Integrated Freight & Logistics,Industrials
705,SERA,Medical Devices,Healthcare
706,SEPN,Biotechnology,Healthcare
707,SENS,Medical Devices,Healthcare
708,SENEB,Packaged Foods,Consumer Defensive
709,SENEA,Packaged Foods,Consumer Defensive
710,SELF,REIT - Specialty,Real Estate
711,SEIC,Asset Management,Financial Services
712,SEGG,Gambling,Consumer Cyclical
713,SEER,Biotechnology,Healthcare
714,SEED,Agricultural Inputs,Basic Materials
715,SEDG,Solar,Technology
716,SEAT,Internet Content & Information,Communication Services
717,SDST,Electrical Equipment & Parts,Industrials
718,SDOT,Farm Products,Consumer Defensive
719,SDHI,Shell Companies,Financial Services
720,SDGR,Health Information Services,Healthcare
721,SDA,Auto & Truck Dealerships,Consumer Cyclical
722,SCZM,Other Industrial Metals & Mining,Basic Materials
723,SCYX,Drug Manufacturers - Specialty & Generic,Healthcare
724,SCWO,Pollution & Treatment Controls,Industrials
725,SCTX,Biotechnology,Healthcare
726,SCSC,Electronics & Computer Distribution,Technology
727,SCPQ,Shell Companies,Financial Services
728,SCOR,Software - Application,Technology
729,SCNX,Pharmaceutical Retailers,Healthcare
730,SCNI,Biotechnology,Healthcare
731,SCLX,Drug Manufacturers - General,Healthcare
732,SCKT,Computer Hardware,Technology
733,SCII,Shell Companies,Financial Services
734,SCHL,Publishing,Communication Services
735,SCAG,Farm & Heavy Construction Machinery,Industrials
736,SBUX,Restaurants,Consumer Cyclical
737,SBRA,REIT - Healthcare Facilities,Real Estate
738,SBLK,Marine Shipping,Industrials
739,SBGI,Broadcasting,Communication Services
740,SBFM,Drug Manufacturers - Specialty & Generic,Healthcare
741,SBFG,Banks - Regional,Financial Services
742,SBET,Capital Markets,Financial Services
743,SBCF,Banks - Regional,Financial Services
744,SBC,Consulting Services,Industrials
745,SBAC,REIT - Specialty,Real Estate
746,SATL,Aerospace & Defense,Industrials
747,SATA,Asset Management,Financial Services
748,SANM,Electronic Components,Technology
749,SANG,Software - Infrastructure,Technology
750,SANA,Biotechnology,Healthcare
751,SAMG,Asset Management,Financial Services
752,SAIL,Software - Infrastructure,Technology
753,SAIH,Information Technology Services,Technology
754,SAIC,Information Technology Services,Technology
755,SAIA,Trucking,Industrials
756,SAGT,Software - Application,Technology
757,SAFX,Utilities - Renewable,Utilities
758,SAFT,Insurance - Property & Casualty,Financial Services
759,SABS,Biotechnology,Healthcare
760,SABR,Software - Infrastructure,Technology
761,SAAQU,Shell Companies,Financial Services
762,SAAQ,Shell Companies,Financial Services
763,RZLV,Software - Infrastructure,Technology
764,RZLT,Biotechnology,Healthcare
765,RYTM,Biotechnology,Healthcare
766,RYOJ,Consulting Services,Industrials
767,RYM,Tobacco,Consumer Defensive
768,RYET,Education & Training Services,Consumer Defensive
769,RYAAY,Airlines,Industrials
770,RXT,Software - Infrastructure,Technology
771,RXST,Medical Devices,Healthcare
772,RXRX,Biotechnology,Healthcare
773,RWAY,Asset Management,Financial Services
774,RVSN,Railroads,Industrials
775,RVSB,Banks - Regional,Financial Services
776,RVMD,Biotechnology,Healthcare
777,RUSHB,Auto & Truck Dealerships,Consumer Cyclical
778,RUSHA,Auto & Truck Dealerships,Consumer Cyclical
779,RUN,Solar,Technology
780,RUM,Internet Content & Information,Communication Services
781,RUBI,Marine Shipping,Industrials
782,RTB,Software - Application,Technology
783,RTACU,Shell Companies,Financial Services
784,RTAC,Shell Companies,Financial Services
785,RSVR,Entertainment,Communication Services
786,RSSS,Software - Application,Technology
787,RRR,Resorts & Casinos,Consumer Cyclical
788,RRGB,Restaurants,Consumer Cyclical
789,RREVU,Shell Companies,Financial Services
790,RREV,Shell Companies,Financial Services
791,RRBI,Banks - Regional,Financial Services
792,RR,Specialty Industrial Machinery,Industrials
793,RPRX,Biotechnology,Healthcare
794,RPID,Medical Devices,Healthcare
795,RPGL,Software - Application,Technology
796,RPD,Software - Infrastructure,Technology
797,RPAY,Software - Infrastructure,Technology
798,ROST,Apparel Retail,Consumer Cyclical
799,ROP,Software - Application,Technology
800,ROOT,Insurance - Property & Casualty,Financial Services
801,ROMA,Consulting Services,Industrials
802,ROKU,Entertainment,Communication Services
803,ROIV,Biotechnology,Healthcare
804,ROCK,Building Products & Equipment,Industrials
805,ROC,,
806,ROAD,Engineering & Construction,Industrials
807,RNXT,Biotechnology,Healthcare
808,RNW,Utilities - Renewable,Utilities
809,RNTX,Biotechnology,Healthcare
810,RNGT,Shell Companies,Financial Services
811,RNAZ,Biotechnology,Healthcare
812,RNAC,Biotechnology,Healthcare
813,RNA,Biotechnology,Healthcare
814,RMTI,Drug Manufacturers - Specialty & Generic,Healthcare
815,RMSG,Software - Application,Technology
816,RMR,Real Estate Services,Real Estate
817,RMNI,Software - Application,Technology
818,RMIX,Building Materials,Basic Materials
819,RMCO,Asset Management,Financial Services
820,RMCF,Confectioners,Consumer Defensive
821,RMBS,Semiconductors,Technology
822,RMBI,Banks - Regional,Financial Services
823,RLYB,Biotechnology,Healthcare
824,RLMD,Biotechnology,Healthcare
825,RLAY,Biotechnology,Healthcare
826,RKTO,Software - Infrastructure,Technology
827,RKLB,Aerospace & Defense,Industrials
828,RKDA,Packaged Foods,Consumer Defensive
829,RJET,Airlines,Industrials
830,RIVN,Auto Manufacturers,Consumer Cyclical
831,RITR,Engineering & Construction,Industrials
832,RIOT,Capital Markets,Financial Services
833,RIME,Consumer Electronics,Technology
834,RILYP,Financial Conglomerates,Financial Services
835,RILYL,Financial Conglomerates,Financial Services
836,RILY,Financial Conglomerates,Financial Services
837,RIGL,Biotechnology,Healthcare
838,RICK,Restaurants,Consumer Cyclical
839,RIBB,Shell Companies,Financial Services
840,RGTI,Computer Hardware,Technology
841,RGS,Personal Services,Consumer Cyclical
842,RGP,Consulting Services,Industrials
843,RGNX,Biotechnology,Healthcare
844,RGLD,Gold,Basic Materials
845,RGEN,Medical Instruments & Supplies,Healthcare
846,RGCO,Utilities - Regulated Gas,Utilities
847,RGC,Drug Manufacturers - Specialty & Generic,Healthcare
848,RFIL,Electrical Equipment & Parts,Industrials
849,RFAMU,Shell Companies,Financial Services
850,RFAM,Shell Companies,Financial Services
851,RFAIU,Shell Companies,Financial Services
852,RFAI,Shell Companies,Financial Services
853,REYN,Packaging & Containers,Consumer Cyclical
854,REVB,Biotechnology,Healthcare
855,RETO,Building Materials,Basic Materials
856,REPL,Biotechnology,Healthcare
857,RENX,Real Estate - Development,Real Estate
858,RENT,Apparel Retail,Consumer Cyclical
859,RELY,Software - Infrastructure,Technology
860,RELL,Electronic Components,Technology
861,REKR,Software - Infrastructure,Technology
862,REGN,Biotechnology,Healthcare
863,REGCP,REIT - Retail,Real Estate
864,REGCO,REIT - Retail,Real Estate
865,REG,REIT - Retail,Real Estate
866,REFR,Electronic Components,Technology
867,REFI,REIT - Mortgage,Real Estate
868,RECT,Specialty Retail,Consumer Cyclical
869,REBN,Restaurants,Consumer Cyclical
870,REAX,Real Estate Services,Real Estate
871,REAL,Luxury Goods,Consumer Cyclical
872,RDZN,Software - Application,Technology
873,RDWR,Software - Infrastructure,Technology
874,RDVT,Software - Application,Technology
875,RDNW,Auto & Truck Dealerships,Consumer Cyclical
876,RDNT,Diagnostics & Research,Healthcare
877,RDIB,Entertainment,Communication Services
878,RDI,Entertainment,Communication Services
879,RDHL,Drug Manufacturers - Specialty & Generic,Healthcare
880,RDGT,Pharmaceutical Retailers,Healthcare
881,RDCM,Telecom Services,Communication Services
882,RDAGU,Shell Companies,Financial Services
883,RDAG,Shell Companies,Financial Services
884,RDAC,Shell Companies,Financial Services
885,RCT,Software - Application,Technology
886,RCON,Oil & Gas Equipment & Services,Energy
887,RCMT,Conglomerates,Industrials
888,RCKY,Footwear & Accessories,Consumer Cyclical
889,RCKT,Biotechnology,Healthcare
890,RCEL,Medical Devices,Healthcare
891,RCBC,Banks - Regional,Financial Services
892,RCAT,Aerospace & Defense,Industrials
893,RBNE,Oil & Gas Midstream,Energy
894,RBKB,Banks - Regional,Financial Services
895,RBCAA,Banks - Regional,Financial Services
896,RBBN,Software - Application,Technology
897,RBB,Banks - Regional,Financial Services
898,RAYA,Electrical Equipment & Parts,Industrials
899,RAY,Household & Personal Products,Consumer Defensive
900,RAVE,Restaurants,Consumer Cyclical
901,RARE,Biotechnology,Healthcare
902,RAPP,Biotechnology,Healthcare
903,RANI,Biotechnology,Healthcare
904,RANG,Shell Companies,Financial Services
905,RAND,Asset Management,Financial Services
906,RAIN,Pollution & Treatment Controls,Industrials
907,RAIL,Railroads,Industrials
908,RADX,Biotechnology,Healthcare
909,RACD,Shell Companies,Financial Services
910,RACC,Shell Companies,Financial Services
911,QXL,Information Technology Services,Technology
912,QVCG,Specialty Retail,Consumer Cyclical
913,QURE,Biotechnology,Healthcare
914,QUMS,Shell Companies,Financial Services
915,QUIK,Semiconductors,Technology
916,QUCY,Diagnostics & Research,Healthcare
917,QUBT,Computer Hardware,Technology
918,QTTB,Biotechnology,Healthcare
919,QTRX,Medical Devices,Healthcare
920,QTI,Medical Devices,Healthcare
921,QTEX,Computer Hardware,Technology
922,QSI,Medical Devices,Healthcare
923,QSEA,Shell Companies,Financial Services
924,QS,Auto Parts,Consumer Cyclical
925,QRVO,Semiconductors,Technology
926,QRHC,Waste Management,Industrials
927,QNTM,Biotechnology,Healthcare
928,QNT,Software - Application,Technology
929,QNST,Advertising Agencies,Communication Services
930,QNRX,Biotechnology,Healthcare
931,QNME,Integrated Freight & Logistics,Industrials
932,QNCX,Biotechnology,Healthcare
933,QNBC,Banks - Regional,Financial Services
934,QMLS,Software - Infrastructure,Technology
935,QMCO,Computer Hardware,Technology
936,QLYS,Software - Infrastructure,Technology
937,QH,Software - Application,Technology
938,QFIN,Credit Services,Financial Services
939,QETA,Shell Companies,Financial Services
940,QDEL,Medical Devices,Healthcare
941,QCRH,Banks - Regional,Financial Services
942,QCOM,Semiconductors,Technology
943,QCLS,Computer Hardware,Technology
944,QBTS,Computer Hardware,Technology
945,QADR,Shell Companies,Financial Services
946,PZZA,Restaurants,Consumer Cyclical
947,PYXS,Biotechnology,Healthcare
948,PYPL,Credit Services,Financial Services
949,PYPD,Biotechnology,Healthcare
950,PXS,Oil & Gas Midstream,Energy
951,PXLW,Semiconductors,Technology
952,PWP,Capital Markets,Financial Services
953,PWCM,Capital Markets,Financial Services
954,PVLA,Biotechnology,Healthcare
955,PUSA,Leisure,Consumer Cyclical
956,PURR,Capital Markets,Financial Services
957,PULM,Biotechnology,Healthcare
958,PUBM,Software - Application,Technology
959,PTRN,Software - Application,Technology
960,PTOR,Shell Companies,Financial Services
961,PTON,Leisure,Consumer Cyclical
962,PTN,Biotechnology,Healthcare
963,PTLO,Restaurants,Consumer Cyclical
964,PTLE,Specialty Retail,Consumer Cyclical
965,PTGX,Biotechnology,Healthcare
966,PTEN,Oil & Gas Drilling,Energy
967,PTCT,Biotechnology,Healthcare
968,PTC,Software - Application,Technology
969,PTACU,Shell Companies,Financial Services
970,PTAC,Shell Companies,Financial Services
971,PSNY,Auto Manufacturers,Consumer Cyclical
972,PSNL,Diagnostics & Research,Healthcare
973,PSMT,Discount Stores,Consumer Defensive
974,PSKY,Entertainment,Communication Services
975,PSIX,Specialty Industrial Machinery,Industrials
976,PSIG,Integrated Freight & Logistics,Industrials
977,PSHG,Marine Shipping,Industrials
978,PSEC,Asset Management,Financial Services
979,PRZO,Aerospace & Defense,Industrials
980,PRVA,Health Information Services,Healthcare
981,PRTS,Auto Parts,Consumer Cyclical
982,PRTH,Software - Infrastructure,Technology
983,PRTA,Biotechnology,Healthcare
984,PRSO,Semiconductors,Technology
985,PRQR,Biotechnology,Healthcare
986,PRPO,Diagnostics & Research,Healthcare
987,PRPL,"Furnishings, Fixtures & Appliances",Consumer Cyclical
988,PROV,Banks - Regional,Financial Services
989,PROP,Oil & Gas E&P,Energy
990,PROK,Biotechnology,Healthcare
991,PROF,Medical Devices,Healthcare
992,PRME,Biotechnology,Healthcare
993,PRLD,Biotechnology,Healthcare
994,PRHI,Insurance - Property & Casualty,Financial Services
995,PRGS,Software - Infrastructure,Technology
996,PRFX,Drug Manufacturers - Specialty & Generic,Healthcare
997,PRE,Packaged Foods,Consumer Defensive
998,PRDO,Education & Training Services,Consumer Defensive
999,PRCT,Medical Devices,Healthcare
1000,PRCH,Insurance - Property & Casualty,Financial Services
1001,PRAX,Biotechnology,Healthcare
1002,PRAA,Credit Services,Financial Services
1003,PPTA,Other Precious Metals & Mining,Basic Materials
1004,PPSI,Electrical Equipment & Parts,Industrials
1005,PPLI,Internet Content & Information,Communication Services
1006,PPIH,Building Products & Equipment,Industrials
1007,PPHC,Consulting Services,Industrials
1008,PPCB,Biotechnology,Healthcare
1009,PPC,Packaged Foods,Consumer Defensive
1010,PPBT,Biotechnology,Healthcare
1011,POWWP,Aerospace & Defense,Industrials
1012,POWW,Aerospace & Defense,Industrials
1013,POWL,Electrical Equipment & Parts,Industrials
1014,POWI,Semiconductors,Technology
1015,POOL,Industrial Distribution,Industrials
1016,PONY,Information Technology Services,Technology
1017,PONO,Shell Companies,Financial Services
1018,POM,Pharmaceutical Retailers,Healthcare
1019,POLE,Shell Companies,Financial Services
1020,POLA,Electrical Equipment & Parts,Industrials
1021,POET,Semiconductors,Technology
1022,PODD,Medical Devices,Healthcare
1023,PODC,Internet Content & Information,Communication Services
1024,POCI,Medical Instruments & Supplies,Healthcare
1025,PNTG,Medical Care Facilities,Healthcare
1026,PNRG,Oil & Gas E&P,Energy
1027,PNBK,Banks - Regional,Financial Services
1028,PN,Solar,Technology
1029,PMVP,Biotechnology,Healthcare
1030,PMTS,Credit Services,Financial Services
1031,PMTR,Shell Companies,Financial Services
1032,PMN,Biotechnology,Healthcare
1033,PMEC,Specialty Business Services,Industrials
1034,PMCB,Biotechnology,Healthcare
1035,PMAX,Capital Markets,Financial Services
1036,PMA,Engineering & Construction,Industrials
1037,PLYX,Biotechnology,Healthcare
1038,PLXS,Electronic Components,Technology
1039,PLUT,Capital Markets,Financial Services
1040,PLUS,Software - Application,Technology
1041,PLUR,Biotechnology,Healthcare
1042,PLUG,Electrical Equipment & Parts,Industrials
1043,PLTR,Software - Infrastructure,Technology
1044,PLTK,Electronic Gaming & Multimedia,Communication Services
1045,PLSM,Medical Devices,Healthcare
1046,PLSE,Medical Instruments & Supplies,Healthcare
1047,PLRZ,Biotechnology,Healthcare
1048,PLRX,Biotechnology,Healthcare
1049,PLPC,Electrical Equipment & Parts,Industrials
1050,PLMR,Insurance - Property & Casualty,Financial Services
1051,PLMK,Shell Companies,Financial Services
1052,PLCIU,Shell Companies,Financial Services
1053,PLCI,Shell Companies,Financial Services
1054,PLCE,Apparel Manufacturing,Consumer Cyclical
1055,PLBY,Leisure,Consumer Cyclical
1056,PLBL,Department Stores,Consumer Cyclical
1057,PLBC,Banks - Regional,Financial Services
1058,PLAY,Entertainment,Communication Services
1059,PLAB,Semiconductor Equipment & Materials,Technology
1060,PKOH,Specialty Industrial Machinery,Industrials
1061,PKBK,Banks - Regional,Financial Services
1062,PIII,Medical Care Facilities,Healthcare
1063,PICS,Software - Infrastructure,Technology
1064,PI,Semiconductors,Technology
1065,PHVS,Biotechnology,Healthcare
1066,PHUN,Software - Application,Technology
1067,PHOS,Other Industrial Metals & Mining,Basic Materials
1068,PHOE,Engineering & Construction,Industrials
1069,PHIO,Biotechnology,Healthcare
1070,PHAT,Biotechnology,Healthcare
1071,PHAR,Biotechnology,Healthcare
1072,PGY,Software - Infrastructure,Technology
1073,PGNY,Healthcare Plans,Healthcare
1074,PGEN,Biotechnology,Healthcare
1075,PGC,Banks - Regional,Financial Services
1076,PGAC,Shell Companies,Financial Services
1077,PFX,Asset Management,Financial Services
1078,PFSA,Medical Devices,Healthcare
1079,PFIS,Banks - Regional,Financial Services
1080,PFG,Asset Management,Financial Services
1081,PFBC,Banks - Regional,Financial Services
1082,PFAI,Farm Products,Consumer Defensive
1083,PETZ,Real Estate Services,Real Estate
1084,PETS,Pharmaceutical Retailers,Healthcare
1085,PESI,Waste Management,Industrials
1086,PERI,Internet Content & Information,Communication Services
1087,PEPG,Biotechnology,Healthcare
1088,PEP,Beverages - Non-Alcoholic,Consumer Defensive
1089,PENN,Resorts & Casinos,Consumer Cyclical
1090,PENG,Information Technology Services,Technology
1091,PEGA,Software - Application,Technology
1092,PECO,REIT - Retail,Real Estate
1093,PECE,Shell Companies,Financial Services
1094,PEBO,Banks - Regional,Financial Services
1095,PEBK,Banks - Regional,Financial Services
1096,PDYN,Software - Infrastructure,Technology
1097,PDSB,Biotechnology,Healthcare
1098,PDLB,Banks - Regional,Financial Services
1099,PDFS,Software - Application,Technology
1100,PDEX,Medical Instruments & Supplies,Healthcare
1101,PDD,Internet Retail,Consumer Cyclical
1102,PDC,Software - Application,Technology
1103,PCYO,Utilities - Regulated Water,Utilities
1104,PCVX,Biotechnology,Healthcare
1105,PCTY,Software - Application,Technology
1106,PCT,Pollution & Treatment Controls,Industrials
1107,PCSA,Biotechnology,Healthcare
1108,PCRX,Drug Manufacturers - Specialty & Generic,Healthcare
1109,PCLA,Telecom Services,Communication Services
1110,PCB,Banks - Regional,Financial Services
1111,PCAR,Farm & Heavy Construction Machinery,Industrials
1112,PCAPU,Shell Companies,Financial Services
1113,PCAP,Shell Companies,Financial Services
1114,PBYI,Biotechnology,Healthcare
1115,PBM,Biotechnology,Healthcare
1116,PBLS,Biotechnology,Healthcare
1117,PBK,Utilities - Renewable,Utilities
1118,PBHC,Banks - Regional,Financial Services
1119,PBFS,Banks - Regional,Financial Services
1120,PBAM,Banks - Regional,Financial Services
1121,PAYX,Software - Application,Technology
1122,PAYS,Software - Infrastructure,Technology
1123,PAYP,Software - Infrastructure,Technology
1124,PAYO,Software - Infrastructure,Technology
1125,PAX,Asset Management,Financial Services
1126,PAVS,Packaged Foods,Consumer Defensive
1127,PAVM,Medical Devices,Healthcare
1128,PATK,Recreational Vehicles,Consumer Cyclical
1129,PASW,Textile Manufacturing,Consumer Cyclical
1130,PASG,Biotechnology,Healthcare
1131,PARK,Medical Care Facilities,Healthcare
1132,PARA,Software - Application,Technology
1133,PANW,Software - Infrastructure,Technology
1134,PANL,Marine Shipping,Industrials
1135,PAMT,Trucking,Industrials
1136,PALO,Shell Companies,Financial Services
1137,PALI,Biotechnology,Healthcare
1138,PAL,Integrated Freight & Logistics,Industrials
1139,PAHC,Drug Manufacturers - Specialty & Generic,Healthcare
1140,PAGP,Oil & Gas Midstream,Energy
1141,PACHU,Shell Companies,Financial Services
1142,PACH,Shell Companies,Financial Services
1143,PACB,Medical Devices,Healthcare
1144,PAACU,Shell Companies,Financial Services
1145,PAAC,Shell Companies,Financial Services
1146,PAA,Oil & Gas Midstream,Energy
1147,OZKAP,Banks - Regional,Financial Services
1148,OZK,Banks - Regional,Financial Services
1149,OYSE,Shell Companies,Financial Services
1150,OXSQ,Asset Management,Financial Services
1151,OXLCO,Asset Management,Financial Services
1152,OXLCN,Asset Management,Financial Services
1153,OXLCM,,
1154,OXBR,Insurance - Reinsurance,Financial Services
1155,OWLS,Software - Infrastructure,Technology
1156,OVLY,Banks - Regional,Financial Services
1157,OVID,Biotechnology,Healthcare
1158,OVBC,Banks - Regional,Financial Services
1159,OUST,Electronic Components,Technology
1160,OTTR,Conglomerates,Industrials
1161,OTLY,Packaged Foods,Consumer Defensive
1162,OTLK,Biotechnology,Healthcare
1163,OTGA,Shell Companies,Financial Services
1164,OTEX,Software - Application,Technology
1165,OSW,Leisure,Consumer Cyclical
1166,OSUR,Medical Instruments & Supplies,Healthcare
1167,OSS,Computer Hardware,Technology
1168,OSPRU,Shell Companies,Financial Services
1169,OSPR,Shell Companies,Financial Services
1170,OSPN,Software - Infrastructure,Technology
1171,OSIS,Electronic Components,Technology
1172,OSBC,Banks - Regional,Financial Services
1173,ORRF,Banks - Regional,Financial Services
1174,ORMP,Biotechnology,Healthcare
1175,ORLY,Auto Parts,Consumer Cyclical
1176,ORKT,Software - Application,Technology
1177,ORKA,Biotechnology,Healthcare
1178,ORIQ,Shell Companies,Financial Services
1179,ORIO,Software - Infrastructure,Technology
1180,ORIC,Biotechnology,Healthcare
1181,ORGO,Drug Manufacturers - Specialty & Generic,Healthcare
1182,ORBS,Packaging & Containers,Consumer Cyclical
1183,OPXS,Aerospace & Defense,Industrials
1184,OPTX,Electronic Components,Technology
1185,OPTH,Drug Manufacturers - Specialty & Generic,Healthcare
1186,OPRX,Health Information Services,Healthcare
1187,OPRT,Credit Services,Financial Services
1188,OPRA,Internet Content & Information,Communication Services
1189,OPK,Diagnostics & Research,Healthcare
1190,OPI,REIT - Office,Real Estate
1191,OPEN,Real Estate Services,Real Estate
1192,OPCH,Medical Care Facilities,Healthcare
1193,OPBK,Banks - Regional,Financial Services
1194,OPAL,Utilities - Regulated Gas,Utilities
1195,ONMD,Health Information Services,Healthcare
1196,ONFO,Internet Content & Information,Communication Services
1197,ONEW,Specialty Retail,Consumer Cyclical
1198,ONEG,Engineering & Construction,Industrials
1199,ONDS,Communication Equipment,Technology
1200,ONCY,Biotechnology,Healthcare
1201,ONCO,Biotechnology,Healthcare
1202,ONCHU,Shell Companies,Financial Services
1203,ONCH,Shell Companies,Financial Services
1204,ONC,Biotechnology,Healthcare
1205,ONBPP,Banks - Regional,Financial Services
1206,ONBPO,Banks - Regional,Financial Services
1207,ONB,Banks - Regional,Financial Services
1208,ON,Semiconductors,Technology
1209,OMSE,Oil & Gas Equipment & Services,Energy
1210,OMH,Real Estate Services,Real Estate
1211,OMEX,Other Industrial Metals & Mining,Basic Materials
1212,OMER,Biotechnology,Healthcare
1213,OMDA,Health Information Services,Healthcare
1214,OMCL,Health Information Services,Healthcare
1215,OMAB,Airports & Air Services,Industrials
1216,OM,Medical Devices,Healthcare
1217,OLOX,Metal Fabrication,Industrials
1218,OLMA,Biotechnology,Healthcare
1219,OLLI,Discount Stores,Consumer Defensive
1220,OLED,Electronic Components,Technology
1221,OLB,Software - Infrastructure,Technology
1222,OKYO,Biotechnology,Healthcare
1223,OKUR,Biotechnology,Healthcare
1224,OKTA,Software - Infrastructure,Technology
1225,OIO,Waste Management,Industrials
1226,OIM,Shell Companies,Financial Services
1227,OHAC,Shell Companies,Financial Services
1228,OGI,Drug Manufacturers - Specialty & Generic,Healthcare
1229,OFS,Asset Management,Financial Services
1230,OFLX,Specialty Industrial Machinery,Industrials
1231,OFIX,Medical Devices,Healthcare
1232,OFAL,Engineering & Construction,Industrials
1233,OESX,Electrical Equipment & Parts,Industrials
1234,ODYS,Scientific & Technical Instruments,Technology
1235,ODTX,Biotechnology,Healthcare
1236,ODFL,Trucking,Industrials
1237,ODD,Household & Personal Products,Consumer Defensive
1238,OCUL,Biotechnology,Healthcare
1239,OCTV,Software - Application,Technology
1240,OCSL,Asset Management,Financial Services
1241,OCS,Biotechnology,Healthcare
1242,OCLTU,Shell Companies,Financial Services
1243,OCGN,Biotechnology,Healthcare
1244,OCG,Internet Retail,Consumer Cyclical
1245,OCFC,Banks - Regional,Financial Services
1246,OCCIN,Asset Management,Financial Services
1247,OCCIM,Asset Management,Financial Services
1248,OCCI,Asset Management,Financial Services
1249,OCC,Communication Equipment,Technology
1250,OBX,Biotechnology,Healthcare
1251,OBT,Banks - Regional,Financial Services
1252,OBIO,Biotechnology,Healthcare
1253,OBAI,Software - Infrastructure,Technology
1254,OBA,Shell Companies,Financial Services
1255,OACCU,Shell Companies,Financial Services
1256,OACC,Shell Companies,Financial Services
1257,OABI,Biotechnology,Healthcare
1258,NYXH,Medical Instruments & Supplies,Healthcare
1260,NYAX,Software - Infrastructure,Technology
1261,NXXT,Utilities - Renewable,Utilities
1262,NXTT,Software - Application,Technology
1263,NXTS,Agricultural Inputs,Basic Materials
1264,NXTC,Biotechnology,Healthcare
1265,NXT,Solar,Technology
1266,NXST,Broadcasting,Communication Services
1267,NXPL,Software - Application,Technology
1268,NXPI,Semiconductors,Technology
1269,NXL,Medical Devices,Healthcare
1270,NXH,Internet Retail,Consumer Cyclical
1271,NXGL,Medical Instruments & Supplies,Healthcare
1272,NWTG,Leisure,Consumer Cyclical
1273,NWSA,Entertainment,Communication Services
1274,NWS,Entertainment,Communication Services
1275,NWPX,Steel,Basic Materials
1276,NWL,Household & Personal Products,Consumer Defensive
1277,NWGL,Lumber & Wood Production,Basic Materials
1278,NWFL,Banks - Regional,Financial Services
1279,NWE,Utilities - Regulated Electric,Utilities
1280,NWBI,Banks - Regional,Financial Services
1281,NVX,Electrical Equipment & Parts,Industrials
1282,NVTS,Semiconductors,Technology
1283,NVNO,Medical Devices,Healthcare
1284,NVNI,Software - Application,Technology
1285,NVMI,Semiconductor Equipment & Materials,Technology
1286,NVEC,Semiconductors,Technology
1287,NVDA,Semiconductors,Technology
1288,NVCT,Biotechnology,Healthcare
1289,NVCR,Medical Devices,Healthcare
1290,NVAX,Biotechnology,Healthcare
1291,NUWE,Medical Devices,Healthcare
1292,NUTX,Medical Care Facilities,Healthcare
1293,NUR,Communication Equipment,Technology
1294,NUCL,Uranium,Energy
1295,NUAI,Software - Infrastructure,Technology
1296,NTWOU,Shell Companies,Financial Services
1297,NTWO,Shell Companies,Financial Services
1298,NTWK,Software - Application,Technology
1299,NTSK,Software - Infrastructure,Technology
1300,NTRSO,Asset Management,Financial Services
1301,NTRS,Asset Management,Financial Services
1302,NTRP,Travel Services,Consumer Cyclical
1303,NTRB,Biotechnology,Healthcare
1304,NTRA,Diagnostics & Research,Healthcare
1305,NTNX,Software - Infrastructure,Technology
1306,NTLA,Biotechnology,Healthcare
1307,NTIC,Specialty Chemicals,Basic Materials
1308,NTHI,Biotechnology,Healthcare
1309,NTGR,Communication Equipment,Technology
1310,NTES,Electronic Gaming & Multimedia,Communication Services
1311,NTCT,Software - Infrastructure,Technology
1312,NTCL,Software - Application,Technology
