idx,symbol,industry,sector
1313,NTAP,Software - Infrastructure,Technology
1314,NSYS,Medical Devices,Healthcare
1315,NSTS,Banks - Regional,Financial Services
1316,NSSC,Security & Protection Services,Industrials
1317,NSPR,Medical Devices,Healthcare
1318,NSLR,Asset Management,Financial Services
1319,NSIT,Electronics & Computer Distribution,Technology
1320,NSAIU,Shell Companies,Financial Services
1321,NRXP,Biotechnology,Healthcare
1322,NRSN,Biotechnology,Healthcare
1323,NRIX,Biotechnology,Healthcare
1324,NRIM,Banks - Regional,Financial Services
1325,NRDS,Internet Content & Information,Communication Services
1326,NRC,Health Information Services,Healthcare
1327,NPT,Specialty Retail,Consumer Cyclical
1328,NPCE,Medical Devices,Healthcare
1329,NPAC,Shell Companies,Financial Services
1330,NOVTU,Scientific & Technical Instruments,Technology
1331,NOVT,Scientific & Technical Instruments,Technology
1332,NOMA,Leisure,Consumer Cyclical
1333,NOEM,Shell Companies,Financial Services
1334,NODK,Insurance - Property & Casualty,Financial Services
1335,NNOX,Medical Devices,Healthcare
1336,NNNN,Medical Instruments & Supplies,Healthcare
1337,NNE,Specialty Industrial Machinery,Industrials
1338,NNDM,Computer Hardware,Technology
1339,NNBR,Conglomerates,Industrials
1340,NN,Software - Infrastructure,Technology
1341,NMTC,Medical Devices,Healthcare
1342,NMRK,Real Estate Services,Real Estate
1343,NMRA,Biotechnology,Healthcare
1344,NMP,Shell Companies,Financial Services
1345,NMIH,Insurance - Specialty,Financial Services
1346,NMFC,Asset Management,Financial Services
1347,NMAD,Electrical Equipment & Parts,Industrials
1348,NKTX,Biotechnology,Healthcare
1349,NKTR,Biotechnology,Healthcare
1350,NKSH,Banks - Regional,Financial Services
1351,NKLR,Utilities - Regulated Electric,Utilities
1352,NIXX,Telecom Services,Communication Services
1353,NIVF,Medical Care Facilities,Healthcare
1354,NIU,Auto Manufacturers,Consumer Cyclical
1355,NIPG,Entertainment,Communication Services
1356,NIKI,Biotechnology,Healthcare
1357,NICM,Other Industrial Metals & Mining,Basic Materials
1358,NICE,Software - Application,Technology
1359,NHTC,Internet Retail,Consumer Cyclical
1360,NHPBP,REIT - Healthcare Facilities,Real Estate
1361,NHPAP,REIT - Healthcare Facilities,Real Estate
1362,NHP,REIT - Healthcare Facilities,Real Estate
1363,NHIV,Shell Companies,Financial Services
1364,NHICU,,
1365,NHIC,,
1366,NGNE,Biotechnology,Healthcare
1367,NGEN,Biotechnology,Healthcare
1368,NFLX,Entertainment,Communication Services
1369,NFE,Oil & Gas Midstream,Energy
1370,NEXT,Oil & Gas Equipment & Services,Energy
1371,NEXR,Internet Retail,Consumer Cyclical
1372,NEXN,Advertising Agencies,Communication Services
1373,NEXM,Other Industrial Metals & Mining,Basic Materials
1374,NEWTP,Banks - Regional,Financial Services
1375,NEWT,Banks - Regional,Financial Services
1376,NEUP,Biotechnology,Healthcare
1377,NESR,Oil & Gas Equipment & Services,Energy
1378,NERV,Biotechnology,Healthcare
1379,NEPH,Medical Instruments & Supplies,Healthcare
1380,NEOV,Electrical Equipment & Parts,Industrials
1381,NEON,Electronic Components,Technology
1382,NEOG,Medical Devices,Healthcare
1383,NEO,Diagnostics & Research,Healthcare
1384,NEGG,Internet Retail,Consumer Cyclical
1385,NECB,Banks - Regional,Financial Services
1386,NDSN,Specialty Industrial Machinery,Industrials
1387,NDRA,Diagnostics & Research,Healthcare
1388,NDLS,Restaurants,Consumer Cyclical
1389,NDAQ,Financial Data & Stock Exchanges,Financial Services
1390,NCTY,Capital Markets,Financial Services
1391,NCT,Marine Shipping,Industrials
1392,NCSM,Oil & Gas Equipment & Services,Energy
1393,NCRA,Packaged Foods,Consumer Defensive
1394,NCPL,Capital Markets,Financial Services
1395,NCO,Shell Companies,Financial Services
1396,NCNO,Software - Application,Technology
1397,NCNA,Biotechnology,Healthcare
1398,NCMI,Advertising Agencies,Communication Services
1399,NCI,Apparel Manufacturing,Consumer Cyclical
1400,NCEW,Integrated Freight & Logistics,Industrials
1401,NCEL,Biotechnology,Healthcare
1402,NBTX,Biotechnology,Healthcare
1403,NBTB,Banks - Regional,Financial Services
1404,NBRGU,Shell Companies,Financial Services
1405,NBRG,Shell Companies,Financial Services
1406,NBP,Biotechnology,Healthcare
1407,NBN,Banks - Regional,Financial Services
1408,NBIX,Drug Manufacturers - Specialty & Generic,Healthcare
1409,NBIS,Internet Content & Information,Communication Services
1410,NBBK,Banks - Regional,Financial Services
1411,NB,Other Industrial Metals & Mining,Basic Materials
1412,NAVN,Software - Application,Technology
1413,NAVI,Credit Services,Financial Services
1414,NAUT,Biotechnology,Healthcare
1415,NATR,Packaged Foods,Consumer Defensive
1416,NATH,Restaurants,Consumer Cyclical
1417,NAMS,Biotechnology,Healthcare
1418,NAMM,Gold,Basic Materials
1419,NAMI,Internet Content & Information,Communication Services
1420,NAKA,Capital Markets,Financial Services
1421,NAII,Packaged Foods,Consumer Defensive
1422,NAGE,Biotechnology,Healthcare
1423,NAAS,Specialty Retail,Consumer Cyclical
1424,MZTI,Packaged Foods,Consumer Defensive
1425,MYXXU,Shell Companies,Financial Services
1426,MYX,Shell Companies,Financial Services
1427,MYSZ,Apparel Retail,Consumer Cyclical
1428,MYSE,Software - Application,Technology
1429,MYRG,Engineering & Construction,Industrials
1430,MYPS,Electronic Gaming & Multimedia,Communication Services
1431,MYGN,Diagnostics & Research,Healthcare
1432,MYFW,Banks - Regional,Financial Services
1433,MXL,Semiconductors,Technology
1434,MXCT,Medical Devices,Healthcare
1435,MWYN,"Furnishings, Fixtures & Appliances",Consumer Cyclical
1436,MWH,Utilities - Renewable,Utilities
1437,MWC,Auto Parts,Consumer Cyclical
1438,MVST,Auto Parts,Consumer Cyclical
1439,MVIS,Scientific & Technical Instruments,Technology
1440,MVBF,Banks - Regional,Financial Services
1441,MUZE,Shell Companies,Financial Services
1442,MU,Semiconductors,Technology
1443,MTVA,Biotechnology,Healthcare
1444,MTSI,Semiconductors,Technology
1445,MTRX,Engineering & Construction,Industrials
1446,MTLS,Software - Application,Technology
1447,MTEX,Food Distribution,Consumer Defensive
1448,MTEN,Metal Fabrication,Industrials
1449,MTEK,Electronic Components,Technology
1450,MTCH,Internet Content & Information,Communication Services
1451,MTC,Capital Markets,Financial Services
1452,MTAKU,Shell Companies,Financial Services
1453,MSTR,Software - Application,Technology
1454,MSS,Grocery Stores,Consumer Defensive
1455,MSLE,Biotechnology,Healthcare
1456,MSGY,Engineering & Construction,Industrials
1457,MSGM,Electronic Gaming & Multimedia,Communication Services
1458,MSFT,Software - Infrastructure,Technology
1459,MSEX,Utilities - Regulated Water,Utilities
1460,MSBIP,Banks - Regional,Financial Services
1461,MSBI,Banks - Regional,Financial Services
1462,MSAI,Electronic Components,Technology
1463,MRX,Capital Markets,Financial Services
1464,MRVL,Semiconductors,Technology
1465,MRVI,Biotechnology,Healthcare
1466,MRTN,Trucking,Industrials
1467,MRNO,Real Estate - Development,Real Estate
1468,MRNA,Biotechnology,Healthcare
1469,MRM,Personal Services,Consumer Cyclical
1470,MRLN,Aerospace & Defense,Industrials
1471,MRKR,Biotechnology,Healthcare
1472,MREO,Biotechnology,Healthcare
1473,MRDN,Gambling,Consumer Cyclical
1474,MRCY,Aerospace & Defense,Industrials
1475,MRCOU,Shell Companies,Financial Services
1476,MRCO,Shell Companies,Financial Services
1477,MRBK,Banks - Regional,Financial Services
1478,MRAM,Semiconductors,Technology
1479,MQ,Software - Infrastructure,Technology
1480,MPWR,Semiconductors,Technology
1481,MPLT,Biotechnology,Healthcare
1482,MPB,Banks - Regional,Financial Services
1483,MPAA,Auto Parts,Consumer Cyclical
1484,MOVE,Software - Infrastructure,Technology
1485,MORN,Financial Data & Stock Exchanges,Financial Services
1486,MOMO,Internet Content & Information,Communication Services
1487,MOLN,Biotechnology,Healthcare
1488,MODD,Medical Devices,Healthcare
1489,MOBX,Semiconductors,Technology
1490,MOBI,Medical Devices,Healthcare
1491,MOB,Aerospace & Defense,Industrials
1492,MNY,Internet Content & Information,Communication Services
1493,MNTS,Aerospace & Defense,Industrials
1494,MNTK,Specialty Chemicals,Basic Materials
1495,MNST,Beverages - Non-Alcoholic,Consumer Defensive
1496,MNSBP,Banks - Regional,Financial Services
1497,MNSB,Banks - Regional,Financial Services
1498,MNRO,Auto Parts,Consumer Cyclical
1499,MNPR,Biotechnology,Healthcare
1500,MNOV,Biotechnology,Healthcare
1501,MNKD,Biotechnology,Healthcare
1502,MNDY,Software - Application,Technology
1503,MNDR,Health Information Services,Healthcare
1504,MNDO,Software - Application,Technology
1505,MMYT,Travel Services,Consumer Cyclical
1506,MMTX,Shell Companies,Financial Services
1507,MMSI,Medical Instruments & Supplies,Healthcare
1508,MMLP,Oil & Gas Midstream,Energy
1509,MMED,Medical Instruments & Supplies,Healthcare
1510,MLYS,Biotechnology,Healthcare
1511,MLTX,Biotechnology,Healthcare
1512,MLKN,"Furnishings, Fixtures & Appliances",Consumer Cyclical
1513,MLGO,Software - Infrastructure,Technology
1514,MLEC,Biotechnology,Healthcare
1515,MLCO,Resorts & Casinos,Consumer Cyclical
1516,MLCI,Asset Management,Financial Services
1517,MLAB,Scientific & Technical Instruments,Technology
1518,MLAA,Shell Companies,Financial Services
1519,MKZR,REIT - Diversified,Real Estate
1520,MKTX,Capital Markets,Financial Services
1521,MKTW,Financial Data & Stock Exchanges,Financial Services
1522,MKSI,Scientific & Technical Instruments,Technology
1523,MKLYU,Shell Companies,Financial Services
1524,MKLY,Shell Companies,Financial Services
1525,MKDW,Auto Parts,Consumer Cyclical
1526,MITK,Software - Application,Technology
1527,MIST,Biotechnology,Healthcare
1528,MIRM,Biotechnology,Healthcare
1529,MIRA,Drug Manufacturers - General,Healthcare
1530,MIND,Scientific & Technical Instruments,Technology
1531,MIMI,Engineering & Construction,Industrials
1532,MIDD,Specialty Industrial Machinery,Industrials
1533,MIACU,Shell Companies,Financial Services
1534,MIAC,Shell Companies,Financial Services
1535,MGYR,Banks - Regional,Financial Services
1536,MGX,Biotechnology,Healthcare
1537,MGTX,Biotechnology,Healthcare
1538,MGRX,Health Information Services,Healthcare
1539,MGRT,Information Technology Services,Technology
1540,MGRC,Rental & Leasing Services,Industrials
1541,MGPI,Beverages - Wineries & Distilleries,Consumer Defensive
1542,MGNX,Biotechnology,Healthcare
1543,MGNI,Advertising Agencies,Communication Services
1544,MGN,Engineering & Construction,Industrials
1545,MGIH,Packaging & Containers,Consumer Cyclical
1546,MGEE,Utilities - Regulated Electric,Utilities
1547,MFP,Specialty Industrial Machinery,Industrials
1548,MFIN,Credit Services,Financial Services
1549,MFIC,Asset Management,Financial Services
1550,MFI,Software - Application,Technology
1551,MF,Advertising Agencies,Communication Services
1552,MEVO,Shell Companies,Financial Services
1553,METCB,Coking Coal,Basic Materials
1554,METC,Coking Coal,Basic Materials
1555,META,Internet Content & Information,Communication Services
1556,MESO,Biotechnology,Healthcare
1557,MESHU,Shell Companies,Financial Services
1558,MESH,Shell Companies,Financial Services
1559,MERC,Paper & Paper Products,Basic Materials
1560,MEOH,Chemicals,Basic Materials
1561,MENS,Biotechnology,Healthcare
1562,MELI,Internet Retail,Consumer Cyclical
1563,MEGL,Capital Markets,Financial Services
1564,MEDS,Medical Distribution,Healthcare
1565,MEDP,Diagnostics & Research,Healthcare
1566,MDXH,Diagnostics & Research,Healthcare
1567,MDXG,Biotechnology,Healthcare
1568,MDWD,Biotechnology,Healthcare
1569,MDRR,Real Estate Services,Real Estate
1570,MDLZ,Confectioners,Consumer Defensive
1571,MDLN,Medical Instruments & Supplies,Healthcare
1572,MDIA,Broadcasting,Communication Services
1573,MDGL,Biotechnology,Healthcare
1574,MDCX,Drug Manufacturers - General,Healthcare
1575,MDBH,Capital Markets,Financial Services
1576,MDB,Software - Infrastructure,Technology
1577,MDAI,Medical Devices,Healthcare
1578,MCRI,Resorts & Casinos,Consumer Cyclical
1579,MCRB,Biotechnology,Healthcare
1580,MCHX,Advertising Agencies,Communication Services
1581,MCHPP,Semiconductors,Technology
1582,MCHP,Semiconductors,Technology
1583,MCHB,Banks - Regional,Financial Services
1584,MCGAU,Shell Companies,Financial Services
1585,MCGA,Shell Companies,Financial Services
1586,MCFT,Recreational Vehicles,Consumer Cyclical
1587,MCBS,Banks - Regional,Financial Services
1588,MCAH,Shell Companies,Financial Services
1589,MBX,Biotechnology,Healthcare
1590,MBWM,Banks - Regional,Financial Services
1591,MBVI,Shell Companies,Financial Services
1592,MBUU,Recreational Vehicles,Consumer Cyclical
1593,MBRX,Biotechnology,Healthcare
1594,MBOT,Medical Devices,Healthcare
1595,MBNKO,Banks - Regional,Financial Services
1596,MBLY,Auto Parts,Consumer Cyclical
1597,MBIO,Biotechnology,Healthcare
1598,MBINN,Banks - Regional,Financial Services
1599,MBINM,Banks - Regional,Financial Services
1600,MBINL,Banks - Regional,Financial Services
1601,MBIN,Banks - Regional,Financial Services
1602,MBBC,Banks - Regional,Financial Services
1603,MBAI,Diagnostics & Research,Healthcare
1604,MB,Restaurants,Consumer Cyclical
1605,MAZE,Biotechnology,Healthcare
1606,MAYS,Real Estate Services,Real Estate
1607,MATW,Conglomerates,Industrials
1608,MATH,Capital Markets,Financial Services
1609,MAT,Leisure,Consumer Cyclical
1610,MASS,Medical Devices,Healthcare
1611,MASK,Software - Application,Technology
1612,MARPS,Oil & Gas Midstream,Energy
1613,MARA,Capital Markets,Financial Services
1614,MAR,Lodging,Consumer Cyclical
1615,MANH,Software - Application,Technology
1616,MAMO,Recreational Vehicles,Consumer Cyclical
1617,MAMA,Packaged Foods,Consumer Defensive
1618,MAKO,Gold,Basic Materials
1619,MACI,Shell Companies,Financial Services
1620,MAAS,Asset Management,Financial Services
1621,LZMH,Information Technology Services,Technology
1622,LZ,Specialty Business Services,Industrials
1623,LYTS,Electronic Components,Technology
1624,LYFT,Software - Application,Technology
1625,LYEL,Biotechnology,Healthcare
1626,LXRX,Biotechnology,Healthcare
1627,LXEO,Biotechnology,Healthcare
1628,LXEH,Education & Training Services,Consumer Defensive
1629,LX,Credit Services,Financial Services
1630,LWLG,Specialty Chemicals,Basic Materials
1631,LWAY,Packaged Foods,Consumer Defensive
1632,LWAC,Shell Companies,Financial Services
1633,LVO,Internet Content & Information,Communication Services
1634,LVLU,Apparel Retail,Consumer Cyclical
1635,LUNR,Aerospace & Defense,Industrials
1636,LUNG,Medical Devices,Healthcare
1637,LULU,Apparel Retail,Consumer Cyclical
1638,LUCY,Medical Instruments & Supplies,Healthcare
1639,LUCD,Medical Devices,Healthcare
1640,LTRX,Communication Equipment,Technology
1641,LTRN,Biotechnology,Healthcare
1642,LTGRU,Shell Companies,Financial Services
1643,LTGR,Shell Companies,Financial Services
1644,LTGO,Biotechnology,Healthcare
1645,LTBR,Electrical Equipment & Parts,Industrials
1646,LSTR,Integrated Freight & Logistics,Industrials
1647,LSTA,Biotechnology,Healthcare
1648,LSE,Oil & Gas Equipment & Services,Energy
1649,LSCC,Semiconductors,Technology
1650,LSBK,Banks - Regional,Financial Services
1651,LSAK,Software - Infrastructure,Technology
1652,LRMR,Biotechnology,Healthcare
1653,LRHC,Real Estate Services,Real Estate
1654,LRE,Real Estate - Development,Real Estate
1655,LRCX,Semiconductor Equipment & Materials,Technology
1656,LQDT,Internet Retail,Consumer Cyclical
1657,LQDA,Drug Manufacturers - Specialty & Generic,Healthcare
1658,LPTH,Electronic Components,Technology
1659,LPSN,Software - Application,Technology
1660,LPLA,Capital Markets,Financial Services
1661,LPCVU,Shell Companies,Financial Services
1662,LPCV,Shell Companies,Financial Services
1663,LPCN,Biotechnology,Healthcare
1664,LPBB,Shell Companies,Financial Services
1665,LPAA,Shell Companies,Financial Services
1666,LOVE,"Furnishings, Fixtures & Appliances",Consumer Cyclical
1667,LOT,Auto Manufacturers,Consumer Cyclical
1668,LOPE,Education & Training Services,Consumer Defensive
1669,LOOP,Specialty Chemicals,Basic Materials
1670,LONA,Biotechnology,Healthcare
1671,LOGI,Computer Hardware,Technology
1672,LOCO,Restaurants,Consumer Cyclical
1673,LOBO,Auto Manufacturers,Consumer Cyclical
1674,LOAN,REIT - Mortgage,Real Estate
1675,LNZA,Waste Management,Industrials
1676,LNTH,Drug Manufacturers - Specialty & Generic,Healthcare
1677,LNT,Utilities - Regulated Electric,Utilities
1678,LNSR,Medical Devices,Healthcare
1679,LNKS,Electrical Equipment & Parts,Industrials
1680,LNAI,Biotechnology,Healthcare
1681,LMRI,Medical Devices,Healthcare
1682,LMNR,Farm Products,Consumer Defensive
1683,LMB,Building Products & Equipment,Industrials
1684,LMAT,Medical Instruments & Supplies,Healthcare
1685,LLYVK,Entertainment,Communication Services
1686,LLYVA,Entertainment,Communication Services
1687,LKSP,Shell Companies,Financial Services
1688,LKQ,Auto Parts,Consumer Cyclical
1689,LKFT,Biotechnology,Healthcare
1690,LKFN,Banks - Regional,Financial Services
1691,LIVN,Medical Devices,Healthcare
1692,LIVE,Home Improvement Retail,Consumer Cyclical
1693,LITS,Biotechnology,Healthcare
1694,LITE,Communication Equipment,Technology
1695,LIQT,Pollution & Treatment Controls,Industrials
1696,LINK,Electronic Components,Technology
1697,LINE,REIT - Industrial,Real Estate
1698,LIND,Travel Services,Consumer Cyclical
1699,LINC,Education & Training Services,Consumer Defensive
1700,LIN,Specialty Chemicals,Basic Materials
1701,LIMN,Biotechnology,Healthcare
1702,LIME,Rental & Leasing Services,Industrials
1703,LILAP,Telecom Services,Communication Services
1704,LILAK,Telecom Services,Communication Services
1705,LILA,Telecom Services,Communication Services
1706,LIFE,Insurance Brokers,Financial Services
1707,LIF,Software - Application,Technology
1708,LIEN,Asset Management,Financial Services
1709,LIDR,Software - Infrastructure,Technology
1710,LICN,Specialty Business Services,Industrials
1711,LI,Auto Manufacturers,Consumer Cyclical
1712,LHSW,Software - Infrastructure,Technology
1713,LHAI,Real Estate Services,Real Estate
1714,LGVN,Biotechnology,Healthcare
1715,LGO,Other Industrial Metals & Mining,Basic Materials
1716,LGND,Biotechnology,Healthcare
1717,LGN,Engineering & Construction,Industrials
1718,LGIH,Residential Construction,Consumer Cyclical
1719,LGHL,Capital Markets,Financial Services
1720,LGCL,Software - Application,Technology
1721,LFWD,Medical Devices,Healthcare
1722,LFVN,Packaged Foods,Consumer Defensive
1723,LFUS,Electronic Components,Technology
1724,LFTO,Advertising Agencies,Communication Services
1725,LFST,Medical Care Facilities,Healthcare
1726,LFS,Entertainment,Communication Services
1727,LFMDP,Health Information Services,Healthcare
1728,LFMD,Health Information Services,Healthcare
1729,LFCR,Drug Manufacturers - Specialty & Generic,Healthcare
1730,LFAC,Shell Companies,Financial Services
1731,LEXX,Biotechnology,Healthcare
1732,LESL,Specialty Retail,Consumer Cyclical
1733,LENZ,Biotechnology,Healthcare
1734,LEGN,Biotechnology,Healthcare
1735,LEGH,Residential Construction,Consumer Cyclical
1736,LEE,Publishing,Communication Services
1737,LEDS,Semiconductors,Technology
1738,LECO,Tools & Accessories,Industrials
1739,LE,Apparel Retail,Consumer Cyclical
1740,LCUT,"Furnishings, Fixtures & Appliances",Consumer Cyclical
1741,LCNB,Banks - Regional,Financial Services
1742,LCID,Auto Manufacturers,Consumer Cyclical
1743,LCFY,Internet Content & Information,Communication Services
1744,LCCC,Shell Companies,Financial Services
1745,LBTYK,Telecom Services,Communication Services
1746,LBTYB,Telecom Services,Communication Services
1747,LBTYA,Telecom Services,Communication Services
1748,LBRX,Biotechnology,Healthcare
1749,LBGJ,Specialty Industrial Machinery,Industrials
1750,LAUR,Education & Training Services,Consumer Defensive
1751,LATA,Shell Companies,Financial Services
1752,LASR,Semiconductors,Technology
1753,LASE,Specialty Industrial Machinery,Industrials
1754,LARK,Banks - Regional,Financial Services
1755,LANDP,REIT - Specialty,Real Estate
1756,LANDO,REIT - Specialty,Real Estate
1757,LAND,REIT - Specialty,Real Estate
1758,LAMR,REIT - Specialty,Real Estate
1759,LAKE,Apparel Manufacturing,Consumer Cyclical
1760,LAFA,Shell Companies,Financial Services
1761,LAES,Semiconductors,Technology
1762,LABT,Biotechnology,Healthcare
1763,LAB,Medical Devices,Healthcare
1764,KZIA,Biotechnology,Healthcare
1765,KYTX,Biotechnology,Healthcare
1766,KYNB,Biotechnology,Healthcare
1767,KYMR,Biotechnology,Healthcare
1768,KYIV,Telecom Services,Communication Services
1769,KXIN,Auto & Truck Dealerships,Consumer Cyclical
1770,KWM,Entertainment,Communication Services
1771,KVHI,Telecom Services,Communication Services
1772,KUST,Entertainment,Communication Services
1773,KURA,Biotechnology,Healthcare
1774,KTWO,Shell Companies,Financial Services
1775,KTTA,Biotechnology,Healthcare
1776,KTOS,Aerospace & Defense,Industrials
1777,KTCC,Computer Hardware,Technology
1778,KSPI,Software - Infrastructure,Technology
1779,KSCP,Security & Protection Services,Industrials
1780,KRYS,Biotechnology,Healthcare
1781,KRUS,Restaurants,Consumer Cyclical
1782,KRT,Packaging & Containers,Consumer Cyclical
1783,KRRO,Biotechnology,Healthcare
1784,KROS,Biotechnology,Healthcare
1785,KRNY,Banks - Regional,Financial Services
1786,KRNT,Specialty Industrial Machinery,Industrials
1787,KRMD,Medical Instruments & Supplies,Healthcare
1788,KRKR,Advertising Agencies,Communication Services
1789,KRAQU,Shell Companies,Financial Services
1790,KRAQ,Shell Companies,Financial Services
1791,KPTI,Biotechnology,Healthcare
1792,KPRX,Biotechnology,Healthcare
1793,KPLT,Software - Infrastructure,Technology
1794,KOYNU,Shell Companies,Financial Services
1795,KOYN,Shell Companies,Financial Services
1796,KOSS,Consumer Electronics,Technology
1797,KOPN,Electronic Components,Technology
1798,KOD,Biotechnology,Healthcare
1799,KNSA,Drug Manufacturers - Specialty & Generic,Healthcare
1800,KNDI,Recreational Vehicles,Consumer Cyclical
1801,KMTS,Medical Instruments & Supplies,Healthcare
1802,KMRK,Leisure,Consumer Cyclical
1803,KMDA,Drug Manufacturers - Specialty & Generic,Healthcare
1804,KMB,Household & Personal Products,Consumer Defensive
1805,KLXE,Oil & Gas Equipment & Services,Energy
1806,KLTR,Software - Application,Technology
1807,KLRS,Biotechnology,Healthcare
1808,KLRA,Biotechnology,Healthcare
1809,KLIC,Semiconductor Equipment & Materials,Technology
1810,KLAC,Semiconductor Equipment & Materials,Technology
1811,KITT,Aerospace & Defense,Industrials
1812,KINS,Insurance - Property & Casualty,Financial Services
1813,KIDZ,Education & Training Services,Consumer Defensive
1814,KIDS,Medical Devices,Healthcare
1815,KHC,Packaged Foods,Consumer Defensive
1816,KGEI,Oil & Gas E&P,Energy
1817,KG,Insurance - Reinsurance,Financial Services
1818,KFII,Shell Companies,Financial Services
1819,KFFB,Banks - Regional,Financial Services
1820,KEYY,Shell Companies,Financial Services
1821,KEQU,"Furnishings, Fixtures & Appliances",Consumer Cyclical
1822,KELYB,Staffing & Employment Services,Industrials
1823,KELYA,Staffing & Employment Services,Industrials
1824,KEEL,Information Technology Services,Technology
1825,KE,Electrical Equipment & Parts,Industrials
1826,KDP,Beverages - Non-Alcoholic,Consumer Defensive
1827,KDK,Software - Infrastructure,Technology
1828,KCHVU,Shell Companies,Financial Services
1829,KCHV,Shell Companies,Financial Services
1830,KC,Software - Application,Technology
1831,KBSX,Leisure,Consumer Cyclical
1832,KBONU,Shell Companies,Financial Services
1833,KBON,Shell Companies,Financial Services
1834,KAZR,Engineering & Construction,Industrials
1835,KARO,Software - Application,Technology
1836,KARD,Biotechnology,Healthcare
1837,KALU,Aluminum,Basic Materials
1838,KALA,Biotechnology,Healthcare
1839,JZXN,Auto & Truck Dealerships,Consumer Cyclical
1840,JZ,Information Technology Services,Technology
1841,JYNT,Medical Care Facilities,Healthcare
1842,JYD,Integrated Freight & Logistics,Industrials
1843,JXG,Apparel Manufacturing,Consumer Cyclical
1844,JWEL,Internet Retail,Consumer Cyclical
1845,JVA,Packaged Foods,Consumer Defensive
1846,JUNS,Biotechnology,Healthcare
1847,JTAI,Software - Application,Technology
1848,JSPR,Biotechnology,Healthcare
1849,JRVR,Insurance - Specialty,Financial Services
1850,JRSH,Apparel Manufacturing,Consumer Cyclical
1851,JOYY,Internet Content & Information,Communication Services
1852,JOUT,Leisure,Consumer Cyclical
1853,JMSB,Banks - Regional,Financial Services
1854,JLHL,Building Products & Equipment,Industrials
1855,JL,Apparel Manufacturing,Consumer Cyclical
1856,JKHY,Information Technology Services,Technology
1857,JJSF,Packaged Foods,Consumer Defensive
1858,JG,Software - Application,Technology
1859,JFU,Information Technology Services,Technology
1860,JFIN,Credit Services,Financial Services
1861,JFB,Real Estate - Development,Real Estate
1862,JF,Credit Services,Financial Services
1863,JEM,Apparel Retail,Consumer Cyclical
1864,JDZG,Education & Training Services,Consumer Defensive
1865,JD,Internet Retail,Consumer Cyclical
1866,JCTC,Lumber & Wood Production,Basic Materials
1867,JCSE,Specialty Industrial Machinery,Industrials
1868,JCAP,Credit Services,Financial Services
1869,JBSS,Packaged Foods,Consumer Defensive
1870,JBLU,Airlines,Industrials
1871,JBIO,Biotechnology,Healthcare
1872,JBHT,Integrated Freight & Logistics,Industrials
1873,JBDI,Specialty Retail,Consumer Cyclical
1874,JAZZ,Biotechnology,Healthcare
1875,JATT,Shell Companies,Financial Services
1876,JANX,Biotechnology,Healthcare
1877,JAKK,Leisure,Consumer Cyclical
1878,JAGX,Biotechnology,Healthcare
1879,JACK,Restaurants,Consumer Cyclical
1880,JABRU,Shell Companies,Financial Services
1881,JAB,Shell Companies,Financial Services
1882,IZM,Electronics & Computer Distribution,Technology
1883,IZEA,Advertising Agencies,Communication Services
1884,IXHL,Drug Manufacturers - Specialty & Generic,Healthcare
1885,IVVD,Biotechnology,Healthcare
1886,IVF,Medical Devices,Healthcare
1887,IVDA,Security & Protection Services,Industrials
1888,IVA,Biotechnology,Healthcare
1889,ITRN,Scientific & Technical Instruments,Technology
1890,ITRI,Scientific & Technical Instruments,Technology
1891,ITOC,Medical Devices,Healthcare
1892,ITIC,Insurance - Specialty,Financial Services
1893,ITHAU,Shell Companies,Financial Services
1894,ITHA,Shell Companies,Financial Services
1895,ITG,Engineering & Construction,Industrials
1896,ISTR,Banks - Regional,Financial Services
1897,ISRG,Medical Instruments & Supplies,Healthcare
1898,ISPR,Tobacco,Consumer Defensive
1899,ISPC,Diagnostics & Research,Healthcare
1900,ISNRU,Shell Companies,Financial Services
1901,ISNR,Shell Companies,Financial Services
1902,ISBA,Banks - Regional,Financial Services
1903,IRWD,Drug Manufacturers - Specialty & Generic,Healthcare
1904,IRTC,Medical Devices,Healthcare
1905,IRON,Biotechnology,Healthcare
1906,IRMD,Medical Devices,Healthcare
1907,IRIX,Medical Devices,Healthcare
1908,IRHO,Shell Companies,Financial Services
1909,IREN,Capital Markets,Financial Services
1910,IRDM,Telecom Services,Communication Services
1911,IRD,Biotechnology,Healthcare
1912,IQST,Telecom Services,Communication Services
1913,IQMX,Computer Hardware,Technology
1914,IQ,Entertainment,Communication Services
1915,IPX,Other Industrial Metals & Mining,Basic Materials
1916,IPWR,Semiconductors,Technology
1917,IPW,Internet Retail,Consumer Cyclical
1918,IPVVU,Shell Companies,Financial Services
1919,IPVV,Shell Companies,Financial Services
1920,IPST,Capital Markets,Financial Services
1921,IPSC,Biotechnology,Healthcare
1922,IPM,Software - Application,Technology
1923,IPHA,Biotechnology,Healthcare
1924,IPGP,Semiconductor Equipment & Materials,Technology
1925,IPFXU,Shell Companies,Financial Services
1926,IPFX,Shell Companies,Financial Services
1927,IPEXU,Shell Companies,Financial Services
1928,IPEX,Shell Companies,Financial Services
1929,IPDN,Staffing & Employment Services,Industrials
1930,IPAR,Household & Personal Products,Consumer Defensive
1931,IOVA,Biotechnology,Healthcare
1932,IOTR,Telecom Services,Communication Services
1933,IOSP,Specialty Chemicals,Basic Materials
1934,IONS,Biotechnology,Healthcare
