,symbol,buy_date,price,adjbase,size,p&l,p&l_ratio,industry
135,HWM,2026-02-06,223.16000366210938,252.38999938964844,44.0,1286.1198120117188,0.13098223358965674,航空航天国防
136,EXPD,2026-03-05,146.72000122070312,146.72000122070312,68.0,0.0,0.0,综合货运物流
137,CHRW,2026-03-03,193.32000732421875,184.80999755859375,51.0,-434.010498046875,-0.04402032610806177,综合货运物流
138,LSTR,2026-02-27,162.9499969482422,159.52000427246094,61.0,-209.22955322265625,-0.021049357103521266,综合货运物流
139,HON,2025-12-11,193.85000610351562,238.3800048828125,51.0,2271.0299377441406,0.22971368262695807,综合企业
140,HSY,2026-01-09,189.07000732421875,226.5800018310547,52.0,1950.5197143554688,0.19839209316004044,糖果制造
141,FTAI,2025-11-26,170.11000061035156,273.4700012207031,58.0,5994.880035400391,0.6076068440391381,租赁服务
142,FTV,2026-02-27,59.20000076293945,58.029998779296875,168.0,-196.56033325195312,-0.019763546766286968,科学技术仪器
143,GRMN,2026-02-13,214.74000549316406,240.1699981689453,46.0,1169.7796630859375,0.11842224096706926,科学技术仪器
144,TRMB,2026-02-10,68.87999725341797,70.45999908447266,145.0,229.1002655029297,0.02293847116807608,科学技术仪器
145,COHR,2026-01-15,195.9600067138672,253.8699951171875,51.0,2953.409408569336,0.29551942447051516,科学技术仪器
146,KEYS,2025-10-27,167.77000427246094,284.510009765625,59.0,6887.66032409668,0.6958335967112249,科学技术仪器
147,DINO,2026-03-02,53.810001373291016,57.16999816894531,185.0,621.5994071960449,0.06244186414985032,石油天然气炼制销售
148,DK,2026-02-03,30.850000381469727,44.790000915527344,324.0,4516.560173034668,0.4518638690983867,石油天然气炼制销售
149,PARR,2026-02-03,39.25,49.970001220703125,254.0,2722.8803100585938,0.2731210502089968,石油天然气炼制销售
150,MPC,2026-01-08,177.07000732421875,217.36000061035156,56.0,2256.2396240234375,0.22753708487943428,石油天然气炼制销售
151,VLO,2026-01-05,180.57000732421875,228.02999877929688,55.0,2610.299530029297,0.2628342998838247,石油天然气炼制销售
152,PBF,2025-12-31,27.1200008392334,45.65999984741211,368.0,6822.719635009766,0.6836282608574868,石油天然气炼制销售
153,SM,2026-01-22,18.75,25.579999923706055,533.0,3640.389959335327,0.3642666625976563,石油天然气勘探生产
154,AR,2026-01-21,34.2400016784668,38.90999984741211,292.0,1363.6394653320312,0.13639012675289175,石油天然气勘探生产
155,APA,2026-01-08,25.3700008392334,32.380001068115234,394.0,2761.9400901794434,0.27631060295596177,石油天然气勘探生产
156,ENB,2026-01-22,47.47999954223633,53.880001068115234,210.0,1344.0003204345703,0.13479363074099693,石油天然气
157,CRGY,2026-01-21,8.630000114440918,11.710000038146973,1158.0,3566.6399116516113,0.35689454030854184,石油天然气
158,DTM,2026-01-16,120.44000244140625,141.77000427246094,83.0,1770.390151977539,0.17710064263268077,石油天然气
159,SHEL,2026-01-14,74.3499984741211,82.94000244140625,134.0,1151.060531616211,0.11553468922094286,石油天然气
160,FRO,2026-01-07,23.670000076293945,34.91999816894531,422.0,4747.499195098877,0.47528508898986027,石油天然气
161,BP,2026-01-05,36.119998931884766,39.29999923706055,276.0,877.6800842285156,0.0880398781620298,石油天然气
162,PBR,2026-01-02,11.920000076293945,16.729999542236328,838.0,4030.779552459717,0.40352344254664324,石油天然气
163,LNG,2025-12-29,192.60000610351562,249.5399932861328,51.0,2903.9393463134766,0.2956385533654344,石油天然气
164,AG,2025-11-26,13.510000228881836,26.270000457763672,740.0,9442.400169372559,0.9444855671877309,白银
165,SVM,2025-11-24,6.690000057220459,11.84000015258789,1494.0,7694.100142478943,0.7698056877905526,白银
166,VRT,2026-01-20,175.17999267578125,249.75,57.0,4250.490417480469,0.4256765066900708,电气设备零件
167,BE,2026-01-02,98.69000244140625,159.99000549316406,101.0,6191.300308227539,0.6211369088591577,电气设备零件
168,AEIS,2025-12-03,213.44000244140625,311.4200134277344,46.0,4507.080505371094,0.4590517703598026,电气设备零件
169,TTWO,2026-02-27,211.47999572753906,212.52999877929688,47.0,49.35014343261719,0.004965023042229428,电子游戏多媒体
170,RBLX,2026-02-26,71.4000015258789,66.08000183105469,140.0,-744.7999572753906,-0.07450979805506008,电子游戏多媒体
171,TTMI,2026-02-19,100.38999938964844,98.94999694824219,99.0,-142.56024169921875,-0.014344082579551581,电子元件
172,FN,2026-02-06,503.989990234375,544.4500122070312,19.0,768.7404174804688,0.08027941577538229,电子元件
173,GLW,2026-01-16,94.19999694824219,134.74000549316406,106.0,4297.240905761719,0.43036103883523924,电子元件
174,VICR,2025-12-04,94.54000091552734,181.9199981689453,105.0,9174.899711608887,0.9242648234316506,电子元件
175,SATS,2026-02-27,115.52999877929688,110.8499984741211,86.0,-402.4800262451172,-0.040508961781573594,电信服务
176,VZ,2026-01-30,44.52000045776367,51.18000030517578,224.0,1491.8399658203125,0.14959568236596227,电信服务
