,SYMBOL,OPEN DATE,CLOSE DATE,BASE,ADJBASE,PNL,PNL RATIO,IND,NAME,AVG TRANS,AVG DAYS,WIN RATE,TOTAL PNL RATIO,STRATEGY,pnl_growth
34,STZ,2024-08-23,2024-08-26,245.17999267578125,243.11000061035156,-82.7996826171875,-0.008442744625443331,酿酒商与葡萄酒商 <span style='color:red;'>↑35</span>(68),星座品牌-A,1,3.0,0.0,-0.008442744625443331,均线空头,24.30929183959961
35,VEEV,2024-08-23,2024-08-28,199.25,199.35000610351562,5.00030517578125,0.0005019126901662485,医疗保健技术 <span style='color:red;'>↑3</span>(70),Veeva Systems Inc-A,1,5.0,1.0,0.0005019126901662485,下穿年线,-5.9997711181640625
36,BHP,2024-08-21,2024-08-28,55.349998474121094,54.41999816894531,-167.40005493164062,-0.016802173998443796,多种金属与采矿 <span style='color:red;'>↑39</span>(71),必和必拓(US ADR),1,7.0,0.0,-0.016802173998443796,均线空头,-23.180435180664062
37,TECK,2024-08-16,2024-08-28,48.75,47.06999969482422,-344.40006256103516,-0.034461544721554487,多种金属与采矿 <span style='color:red;'>↑39</span>(71),泰克资源,1,12.0,0.0,-0.034461544721554487,收盘价走低,-23.180435180664062
38,HCC,2024-08-27,2024-08-28,60.36000061035156,60.36000061035156,0.0,0.0,煤与消费用燃料 <span style='color:green;'>↓43</span>(72),勇士煤业,1,1.0,1.0,0.0,均线空头,-31.149864196777344
39,CEIX,2024-08-23,2024-08-26,94.87000274658203,93.54000091552734,-139.6501922607422,-0.014019203041528368,煤与消费用燃料 <span style='color:green;'>↓43</span>(72),CONSOL Energy Inc,1,3.0,0.0,-0.014019203041528368,收盘价走低,-31.149864196777344
40,DE,2024-08-15,2024-08-27,373.260009765625,375.9800109863281,70.72003173828125,0.007287148769060609,建筑机械与重型运输设备 <span style='color:red;'>↑22</span>(78),迪尔,1,12.0,1.0,0.007287148769060609,下穿年线,-108.27032470703125
41,XPEV,2024-08-26,2024-08-28,7.510000228881836,7.28000020980835,-306.1300253868103,-0.030625833830065147,汽车制造商 <span style='color:red;'>↑44</span>(80),小鹏汽车,1,2.0,0.0,-0.030625833830065147,均线空头,-123.45906639099121
42,LI,2024-08-19,2024-08-28,21.469999313354492,17.799999237060547,-1706.5500354766846,-0.1709361990529352,汽车制造商 <span style='color:red;'>↑44</span>(80),理想汽车,1,9.0,0.0,-0.1709361990529352,收盘价走低,-123.45906639099121
43,TSLA,2024-08-23,2024-08-27,220.32000732421875,209.2100067138672,-499.9500274658203,-0.05042665323627325,汽车制造商 <span style='color:red;'>↑44</span>(80),特斯拉,1,4.0,0.0,-0.05042665323627325,下穿年线,-123.45906639099121
44,TME,2024-08-26,2024-08-27,10.699999809265137,10.729999542236328,28.019750595092773,0.0028037134117717103,电影与娱乐 <span style='color:green;'>↓65</span>(83),腾讯音乐,1,1.0,1.0,0.0028037134117717103,均线空头,-163.90956497192383
45,STLD,2024-08-23,2024-08-28,120.87999725341797,118.02999877929688,-233.6998748779297,-0.02357708917006538,钢铁 <span style='color:red;'>↑26</span>(91),Steel Dynamics Inc,1,5.0,0.0,-0.02357708917006538,均线空头,-327.41990661621094
46,RS,2024-08-26,2024-08-27,286.7099914550781,281.7799987792969,-167.6197509765625,-0.017195050129788322,钢铁 <span style='color:red;'>↑26</span>(91),Reliance Steel & Aluminum Co,1,1.0,0.0,-0.017195050129788322,均线空头,-327.41990661621094
47,YETI,2024-08-21,2024-08-28,41.08000183105469,39.58000183105469,-364.5,-0.03651411716505975,消闲用品 <span style='color:red;'>↑19</span>(93),YETI Holdings Inc,1,7.0,0.0,-0.03651411716505975,收盘价走低,-376.93966007232666
48,SJM,2024-08-23,2024-08-28,122.04000091552734,114.7300033569336,-592.1098022460938,-0.05989837351487341,包装食品与肉类 <span style='color:green;'>↓56</span>(97),JM斯马克,1,5.0,0.0,-0.05989837351487341,下穿年线,-399.2501449584961
49,HSY,2024-08-19,2024-08-27,197.1699981689453,191.1300048828125,-301.9996643066406,-0.030633429741970367,包装食品与肉类 <span style='color:green;'>↓56</span>(97),好时,1,8.0,0.0,-0.030633429741970367,收盘价走低,-399.2501449584961
50,HSIC,2024-08-13,2024-08-28,69.44000244140625,70.4800033569336,149.7601318359375,0.014976971183215332,保健护理产品经销商 <span style='color:green;'>↓26</span>(98),亨利香恩服务,1,15.0,1.0,0.014976971183215332,下穿年线,-461.0907554626465
51,AMZN,2024-08-23,2024-08-26,177.0399932861328,175.5,-86.2396240234375,-0.00869856159361613,互联网与直销零售 <span style='color:green;'>↓40</span>(102),亚马逊,1,3.0,0.0,-0.00869856159361613,均线空头,-483.24097442626953
52,PDD,2024-08-06,2024-08-26,132.6199951171875,100.0,-2446.4996337890625,-0.24596588989739723,互联网与直销零售 <span style='color:green;'>↓40</span>(102),拼多多,1,20.0,0.0,-0.24596588989739723,收盘价走低,-483.24097442626953
53,ODFL,2024-08-06,2024-08-27,197.86000061035156,192.86000061035156,-250.0,-0.025270393129365087,陆运 (104),Old Dominion Freight Line Inc,1,21.0,0.0,-0.025270393129365087,下穿年线,-613.4995231628418
54,KNX,2024-08-21,2024-08-27,53.95000076293945,51.59000015258789,-436.60011291503906,-0.043744218294297914,陆运 (104),Knight-Swift Transportation Hol,1,6.0,0.0,-0.043744218294297914,下穿年线,-613.4995231628418
55,PVH,2024-08-23,2024-08-26,105.66000366210938,103.69000244140625,-185.18011474609375,-0.018644720352300963,服装、服饰与奢侈品 <span style='color:green;'>↓63</span>(106),PVH Corp,1,3.0,0.0,-0.018644720352300963,下穿年线,-674.1798801422119
56,PARA,2024-08-15,2024-08-27,10.960000038146973,10.520000457763672,-401.2796173095703,-0.04014594697553416,广播 <span style='color:green;'>↓44</span>(107),派拉蒙全球-B,1,12.0,0.0,-0.04014594697553416,均线空头,-716.0095453262329
57,AES,2024-08-15,2024-08-27,17.270000457763672,17.3700008392334,57.90022087097168,0.005790409891087856,独立电力生产商与能源贸易商 <span style='color:red;'>↑11</span>(108),爱依斯电力,1,12.0,1.0,0.005790409891087856,均线空头,-720.2291469573975
58,VMC,2024-08-23,2024-08-27,254.88999938964844,240.41000366210938,-564.7198333740234,-0.05680880286481386,建筑材料 <span style='color:green;'>↓33</span>(109),火神材料,1,4.0,0.0,-0.05680880286481386,均线空头,-741.1002502441406
59,MLM,2024-08-23,2024-08-26,556.9199829101562,543.4400024414062,-229.15966796875,-0.024204519288948956,建筑材料 <span style='color:green;'>↓33</span>(109),马丁-玛丽埃塔材料,1,3.0,0.0,-0.024204519288948956,均线空头,-741.1002502441406
60,BEKE,2024-08-22,2024-08-26,14.880000114440918,14.850000381469727,-20.159820556640625,-0.0020161110712678633,房地产服务 <span style='color:green;'>↓54</span>(111),贝壳,1,4.0,0.0,-0.0020161110712678633,下穿年线,-782.8002624511719
61,MKSI,2024-08-23,2024-08-26,121.68000030517578,117.97000122070312,-304.2199249267578,-0.030489801735436448,半导体材料与设备 <span style='color:green;'>↓31</span>(114),万机仪器,1,3.0,0.0,-0.030489801735436448,均线空头,-944.2201080322266
62,ASML,2024-08-15,2024-08-26,928.25,883.3099975585938,-449.4000244140625,-0.04841368428915298,半导体材料与设备 <span style='color:green;'>↓31</span>(114),阿斯麦,1,11.0,0.0,-0.04841368428915298,均线空头,-944.2201080322266
63,BJ,2024-02-06,2024-08-26,65.83999633789062,84.05000305175781,2749.7110137939453,0.2765797042334799,日常消费品零售 <span style='color:red;'>↑6</span>(121),BJ批发俱乐部,1,202.0,1.0,0.2765797042334799,均线空头,-2326.9900131225586
64,CNM,2024-08-15,2024-08-27,51.369998931884766,50.709999084472656,-128.03997039794922,-0.012847963035530745,贸易公司与经销商 <span style='color:green;'>↓21</span>(122),Core & Main Inc-A,1,12.0,0.0,-0.012847963035530745,均线空头,-2427.861312866211
65,BLD,2024-08-23,2024-08-27,410.6600036621094,391.80999755859375,-452.400146484375,-0.04590173363711697,住宅建筑 <span style='color:green;'>↓92</span>(123),TopBuild Corp,1,4.0,0.0,-0.04590173363711697,均线空头,-2513.971649169922
66,NET,2024-08-13,2024-08-28,81.75,79.8499984741211,-231.80018615722656,-0.023241608879252675,互联网服务与基础设施 <span style='color:red;'>↑2</span>(124),Cloudflare Inc-A,1,15.0,0.0,-0.023241608879252675,收盘价走低,-2627.3998527526855
67,BL,2024-08-08,2024-08-27,51.18000030517578,49.95000076293945,-239.84991073608398,-0.024032816234898294,互联网服务与基础设施 <span style='color:red;'>↑2</span>(124),BlackLine Inc,1,19.0,0.0,-0.024032816234898294,收盘价走低,-2627.3998527526855
68,ROK,2024-08-23,2024-08-27,270.9800109863281,263.32000732421875,-275.7601318359375,-0.02826778120728561,电气部件与设备 <span style='color:green;'>↓99</span>(125),罗克韦尔自动化,1,4.0,0.0,-0.02826778120728561,均线空头,-2863.0311126708984
69,ANF,2024-08-12,2024-08-28,154.57000732421875,138.30999755859375,-1040.640625,-0.1051951154503006,服装零售 <span style='color:red;'>↑2</span>(126),阿贝克隆比&费奇,1,16.0,0.0,-0.1051951154503006,收盘价走低,-3019.288604736328
70,PSTG,2024-08-16,2024-08-28,62.41999816894531,59.7599983215332,-425.5999755859375,-0.04261454542521103,电脑硬件、储存设备及电脑周边 <span style='color:green;'>↓11</span>(127),Pure Storage Inc-A,1,12.0,0.0,-0.04261454542521103,收盘价走低,-3058.7316303253174
71,QSR,2024-08-22,2024-08-23,71.33999633789062,70.36000061035156,-137.19940185546875,-0.013736974738510883,餐馆 <span style='color:green;'>↓124</span>(128),餐饮品牌国际,1,1.0,0.0,-0.013736974738510883,下穿年线,-5787.320684432983
