,symbol,event_time,open_alias,close,high,low,volume,turnover
0,MQ,2021-10-26 09:35:00,29.1400,28.0901,29.1400,28.0750,477629,13416600
1,MQ,2021-10-26 09:40:00,27.6700,28.3700,28.3700,27.6700,288556,8186330
2,MQ,2021-10-26 09:45:00,28.4900,28.1000,28.4900,28.1000,159749,4488950
3,MQ,2021-10-26 09:50:00,28.0350,28.0799,28.1350,28.0000,96965,2722770
4,MQ,2021-10-26 09:55:00,28.2600,28.5600,28.7250,28.2600,193285,5520220
5,MQ,2021-10-26 10:00:00,28.5000,28.2700,28.5000,28.2300,74114,2095200
6,MQ,2021-10-26 10:05:00,28.2300,28.2750,28.2750,28.1200,117519,3322850
7,MQ,2021-10-26 10:10:00,28.1700,28.2300,28.2300,28.1350,81961,2313760
8,MQ,2021-10-26 10:15:00,28.2705,28.6600,28.6600,28.2705,45166,1294460
9,MQ,2021-10-26 10:20:00,28.6300,29.8400,29.9200,28.6300,364554,10878300
10,MQ,2021-10-26 10:25:00,29.4100,29.3401,29.4900,29.3401,137519,4034820
11,MQ,2021-10-26 10:30:00,29.2450,28.9350,29.2450,28.9350,169674,4909520
12,MQ,2021-10-26 10:35:00,28.9650,29.3700,29.3700,28.9650,125092,3673950
13,MQ,2021-10-26 10:40:00,29.3600,29.6800,29.6800,29.3500,109730,3256790
14,MQ,2021-10-26 10:45:00,29.8300,30.2201,30.2201,29.8300,224302,6778430
15,MQ,2021-10-26 10:50:00,30.4195,30.4900,30.6800,30.4000,251481,7667660
16,MQ,2021-10-26 10:55:00,30.3800,30.6200,30.6200,30.3800,161259,4937750
17,MQ,2021-10-26 11:00:00,30.7488,31.4400,31.4400,30.7488,364420,11457400
18,MQ,2021-10-26 11:05:00,31.4300,31.4300,32.0654,31.4300,506135,15907800
19,MQ,2021-10-26 11:10:00,31.2800,30.9200,31.2800,30.7950,469066,14503500
20,MQ,2021-10-26 11:15:00,30.8450,30.9450,31.0900,30.8450,353289,10932500
21,MQ,2021-10-26 11:20:00,31.0000,31.1900,31.2780,31.0000,150160,4683490
22,MQ,2021-10-26 11:25:00,31.0300,31.5600,31.5600,31.0300,273805,8641290
23,MQ,2021-10-26 11:30:00,31.5190,31.6000,31.8600,31.5190,181160,5724660
24,MQ,2021-10-26 11:35:00,31.7510,31.4000,31.7696,31.4000,259610,8151750
25,MQ,2021-10-26 11:40:00,31.4000,31.3500,31.4500,31.1900,105037,3292910
26,MQ,2021-10-26 11:45:00,31.3800,31.6600,31.7999,31.3800,148860,4712910
27,MQ,2021-10-26 11:50:00,31.7350,31.7600,31.7600,31.4900,84039,2669080
28,MQ,2021-10-26 11:55:00,31.8700,31.7405,31.8800,31.7405,191452,6076780
29,MQ,2021-10-26 12:00:00,31.7049,31.6250,31.7049,31.5800,99022,3131570
30,MQ,2021-10-26 12:05:00,31.5800,31.2401,31.5800,31.2401,124465,3888300
31,MQ,2021-10-26 12:10:00,31.3400,31.0200,31.3400,31.0200,107353,3330090
32,MQ,2021-10-26 12:15:00,31.0683,31.2200,31.3050,31.0683,117268,3661110
33,MQ,2021-10-26 12:20:00,31.1500,31.0300,31.1950,30.9500,51016,1583030
34,MQ,2021-10-26 12:25:00,30.9650,30.6300,31.0794,30.6300,121363,3717350
35,MQ,2021-10-26 12:30:00,30.6700,30.8800,30.8800,30.6350,152022,4694440
36,MQ,2021-10-26 12:35:00,30.8400,30.8500,30.9500,30.8400,45398,1400530
37,MQ,2021-10-26 12:40:00,30.8750,30.7000,30.8750,30.7000,41386,1270550
