,symbol,event_time,open_alias,close,high,low,volume,turnover
0,ENPH,2021-10-27 09:35:00,205.5000,213.4051,215.7800,204.0400,1086094,228328000
1,ENPH,2021-10-27 09:40:00,213.3908,211.2875,215.9700,211.0100,581817,124344000
2,ENPH,2021-10-27 09:45:00,211.3000,215.1500,215.6900,209.2600,479747,101679000
3,ENPH,2021-10-27 09:50:00,215.0700,216.4959,217.4850,214.5600,390473,84364900
4,ENPH,2021-10-27 09:55:00,216.3900,217.1100,217.6430,214.0471,293243,63431600
5,ENPH,2021-10-27 10:00:00,217.2000,216.8200,217.9000,215.4200,268409,58224500
6,ENPH,2021-10-27 10:05:00,217.2700,213.2100,217.2700,212.5100,309693,66613400
7,ENPH,2021-10-27 10:10:00,213.3751,211.2400,214.0000,210.6700,320921,68138700
8,ENPH,2021-10-27 10:15:00,210.8900,210.5405,212.1541,209.4300,296532,62507600
9,ENPH,2021-10-27 10:20:00,210.3301,211.1901,211.7099,209.4600,194075,40862400
10,ENPH,2021-10-27 10:25:00,211.1901,213.4500,213.6199,209.7300,175842,37260200
11,ENPH,2021-10-27 10:30:00,213.2400,213.2600,213.8700,212.1300,140317,29907300
12,ENPH,2021-10-27 10:35:00,213.2300,214.7700,215.8635,210.6400,218121,46586600
13,ENPH,2021-10-27 10:40:00,214.7600,214.5525,215.7600,213.4800,217250,46634400
14,ENPH,2021-10-27 10:45:00,214.6300,214.0800,214.6300,212.2400,158138,33771200
15,ENPH,2021-10-27 10:50:00,214.0800,212.8100,214.2500,212.0400,115266,24590500
16,ENPH,2021-10-27 10:55:00,212.7800,210.3600,212.7800,209.5500,156521,32981400
17,ENPH,2021-10-27 11:00:00,210.2100,210.0600,211.6000,209.6313,145376,30596000
18,ENPH,2021-10-27 11:05:00,210.0400,210.4300,211.5900,209.9700,139072,29324600
19,ENPH,2021-10-27 11:10:00,210.5200,211.3089,212.4994,210.4300,152006,32153100
20,ENPH,2021-10-27 11:15:00,211.4225,211.2900,212.2432,210.7800,87156,18437400
21,ENPH,2021-10-27 11:20:00,211.2900,213.0949,213.0949,211.1800,104622,22203200
22,ENPH,2021-10-27 11:25:00,213.0100,211.7500,213.0650,211.4200,65914,13989600
23,ENPH,2021-10-27 11:30:00,211.7550,211.5930,212.2700,210.5382,69109,14605500
24,ENPH,2021-10-27 11:35:00,211.5301,210.7900,213.4800,210.1000,142334,30144500
25,ENPH,2021-10-27 11:40:00,210.9099,213.2400,213.9000,210.1000,132197,28084800
26,ENPH,2021-10-27 11:45:00,213.2000,213.2753,213.6800,212.0100,85105,18135300
27,ENPH,2021-10-27 11:50:00,213.4500,212.7366,213.5500,211.9100,71757,15268100
28,ENPH,2021-10-27 11:55:00,212.7605,215.8865,216.1300,212.3461,199941,42914900
29,ENPH,2021-10-27 12:00:00,215.9000,218.5250,218.6600,215.7000,296672,64395000
30,ENPH,2021-10-27 12:05:00,218.4950,217.9015,219.4400,217.7500,258657,56538300
31,ENPH,2021-10-27 12:10:00,217.9093,218.3600,219.5000,217.9001,142577,31189700
32,ENPH,2021-10-27 12:15:00,218.4850,218.2500,218.9400,217.6100,97109,21198400
33,ENPH,2021-10-27 12:20:00,218.3900,217.7604,218.5372,217.3300,76263,16619400
34,ENPH,2021-10-27 12:25:00,217.7000,219.9020,220.0000,217.7000,201082,44077400
35,ENPH,2021-10-27 12:30:00,219.8700,220.6883,221.2545,219.8700,295864,65279900
36,ENPH,2021-10-27 12:35:00,220.7300,221.6900,221.8600,220.4400,173148,38319700
37,ENPH,2021-10-27 12:40:00,221.7395,220.4300,221.8700,219.9500,220005,48561400
38,ENPH,2021-10-27 12:45:00,220.5200,221.2650,221.5000,219.4500,192279,42370600
39,ENPH,2021-10-27 12:50:00,221.2650,222.6200,222.7500,221.0001,200075,44384100
40,ENPH,2021-10-27 12:55:00,222.6200,222.6000,222.6921,221.4600,167762,37252500
41,ENPH,2021-10-27 13:00:00,222.6000,220.9800,223.2100,220.4700,189220,41962100
42,ENPH,2021-10-27 13:05:00,220.9396,220.9300,221.6200,220.0500,177416,39183700
43,ENPH,2021-10-27 13:10:00,220.8251,221.0000,221.1193,219.8500,149679,33005500
44,ENPH,2021-10-27 13:15:00,221.0000,221.1999,222.1250,220.7253,145848,32297800
45,ENPH,2021-10-27 13:20:00,221.0600,221.5700,221.5700,220.1300,100882,22255500
46,ENPH,2021-10-27 13:25:00,221.6050,222.5000,222.5000,220.9500,122164,27092700
47,ENPH,2021-10-27 13:30:00,222.3950,222.0490,222.7450,221.8300,129632,28822400
48,ENPH,2021-10-27 13:35:00,222.2900,223.0050,223.6200,222.2800,161815,36104800
49,ENPH,2021-10-27 13:40:00,223.0920,224.1900,224.4800,223.0300,181935,40733400
50,ENPH,2021-10-27 13:45:00,224.0900,223.9200,225.2500,223.5301,200953,45084300
51,ENPH,2021-10-27 13:50:00,224.0400,223.9000,224.2450,223.0000,125512,28056200
52,ENPH,2021-10-27 13:55:00,223.8750,224.5300,224.8400,223.4800,130904,29354100
53,ENPH,2021-10-27 14:00:00,224.5400,223.2200,225.4000,223.0800,194446,43633800
54,ENPH,2021-10-27 14:05:00,223.1420,223.7400,223.9900,222.5497,108679,24271200
55,ENPH,2021-10-27 14:10:00,223.6300,222.6000,224.0000,222.6000,88193,19707500
56,ENPH,2021-10-27 14:15:00,222.6111,222.5000,223.0700,222.2400,114814,25570900
57,ENPH,2021-10-27 14:20:00,222.4700,222.6900,222.9230,222.2500,72430,16121600
58,ENPH,2021-10-27 14:25:00,222.7900,222.3205,222.8000,222.0100,53538,11905300
59,ENPH,2021-10-27 14:30:00,222.3200,220.7200,222.7015,220.4800,142356,31528500
60,ENPH,2021-10-27 14:35:00,220.6101,222.4499,222.4499,220.6101,96267,21318400
61,ENPH,2021-10-27 14:40:00,222.2700,222.9700,223.0300,222.1801,79530,17696200
62,ENPH,2021-10-27 14:45:00,222.9350,222.9150,223.2000,222.4800,88416,19702800
63,ENPH,2021-10-27 14:50:00,222.9265,223.8080,224.1279,222.6300,104552,23338900
64,ENPH,2021-10-27 14:55:00,223.8100,223.6600,224.4500,223.3500,115870,25943400
65,ENPH,2021-10-27 15:00:00,223.6358,222.8300,223.8200,222.8148,106123,23666000
66,ENPH,2021-10-27 15:05:00,222.8300,222.5105,223.4100,222.4500,134616,29996000
67,ENPH,2021-10-27 15:10:00,222.5300,221.3100,222.8700,221.2470,117541,26108300
68,ENPH,2021-10-27 15:15:00,221.2400,219.2800,221.3300,219.0200,201579,44388300
69,ENPH,2021-10-27 15:20:00,219.3400,219.2250,219.9700,219.0100,126501,27768900
70,ENPH,2021-10-27 15:25:00,219.2100,218.9000,219.4300,217.8300,220939,48305100
71,ENPH,2021-10-27 15:30:00,218.7700,218.9999,219.0000,218.0201,124838,27290400
72,ENPH,2021-10-27 15:35:00,218.9500,219.5300,219.6300,218.8600,100096,21944200
73,ENPH,2021-10-27 15:40:00,219.5000,219.2500,219.9220,219.1500,92369,20286300
74,ENPH,2021-10-27 15:45:00,219.2600,218.7300,219.7000,218.6800,103512,22681800
75,ENPH,2021-10-27 15:50:00,218.7950,217.2400,219.1700,217.0100,182658,39809300
76,ENPH,2021-10-27 15:55:00,217.3000,215.3600,217.3600,215.1700,306418,66282000
77,ENPH,2021-10-27 16:00:00,215.4950,216.2100,216.6800,215.4200,365775,79078700
