,symbol,event_time,open_alias,close,high,low,volume,turnover
0,DNA,2021-10-13 09:35:00,11.3400,11.3350,11.6498,11.2705,308843,3500740
1,DNA,2021-10-13 09:40:00,11.2400,11.2600,11.2600,11.2164,114883,1293580
2,DNA,2021-10-13 09:45:00,11.3500,11.2799,11.4000,11.2799,198657,2240830
3,DNA,2021-10-13 09:50:00,11.3000,11.1650,11.3000,11.1650,135849,1516750
4,DNA,2021-10-13 09:55:00,11.1401,11.1300,11.2200,11.1200,137149,1526470
5,DNA,2021-10-13 10:00:00,11.1100,11.1001,11.1400,11.1001,81505,904714
6,DNA,2021-10-13 10:05:00,11.1000,11.0700,11.1400,11.0700,156926,1737170
7,DNA,2021-10-13 10:10:00,11.0300,11.0600,11.0600,11.0300,72153,798012
8,DNA,2021-10-13 10:15:00,11.0700,11.0800,11.0800,11.0500,64751,717441
9,DNA,2021-10-13 10:20:00,11.0500,11.0094,11.0500,11.0094,137982,1519100
10,DNA,2021-10-13 10:25:00,10.9300,10.9000,10.9300,10.8700,193759,2111970
11,DNA,2021-10-13 10:30:00,10.9400,10.9100,10.9686,10.9100,65960,719624
12,DNA,2021-10-13 10:35:00,10.9000,10.8807,10.9000,10.8807,144143,1568380
13,DNA,2021-10-13 10:40:00,10.8850,10.8707,10.8900,10.8707,32570,354059
14,DNA,2021-10-13 10:45:00,10.8200,10.7500,10.8200,10.6900,102434,1101170
15,DNA,2021-10-13 10:50:00,10.7590,10.6799,10.7590,10.6799,48767,520827
16,DNA,2021-10-13 10:55:00,10.6683,10.6750,10.6750,10.6400,33964,362566
17,DNA,2021-10-13 11:00:00,10.6577,10.6100,10.6577,10.5981,58635,622117
18,DNA,2021-10-13 11:05:00,10.6100,10.6550,10.6799,10.6100,44557,474755
19,DNA,2021-10-13 11:10:00,10.7150,10.6800,10.7500,10.6600,59143,631647
20,DNA,2021-10-13 11:15:00,10.7200,10.7200,10.7200,10.7100,17167,184030
21,DNA,2021-10-13 11:20:00,10.7000,10.6400,10.7000,10.6300,40974,435963
22,DNA,2021-10-13 11:25:00,10.6600,10.6790,10.6900,10.6600,25930,276906
23,DNA,2021-10-13 11:30:00,10.6609,10.5800,10.6609,10.5800,41890,443196
24,DNA,2021-10-13 11:35:00,10.5400,10.4950,10.5400,10.4900,61396,644351
25,DNA,2021-10-13 11:40:00,10.4601,10.5800,10.5900,10.4601,38338,405616
26,DNA,2021-10-13 11:45:00,10.5699,10.5800,10.5999,10.5500,26073,275852
27,DNA,2021-10-13 11:50:00,10.5800,10.6588,10.6588,10.5800,29372,313070
28,DNA,2021-10-13 11:55:00,10.6501,10.6100,10.7000,10.6100,29329,311181
29,DNA,2021-10-13 12:00:00,10.6200,10.6100,10.6200,10.6001,18087,191903
30,DNA,2021-10-13 12:05:00,10.6075,10.6300,10.6300,10.5950,18628,198016
31,DNA,2021-10-13 12:10:00,10.6200,10.6300,10.6300,10.6166,14340,152434
32,DNA,2021-10-13 12:15:00,10.6000,10.5000,10.6000,10.5000,43963,461612
33,DNA,2021-10-13 12:20:00,10.5100,10.5800,10.5800,10.5100,23543,249085
34,DNA,2021-10-13 12:25:00,10.5700,10.5581,10.5700,10.5581,27004,285111
35,DNA,2021-10-13 12:30:00,10.5500,10.6300,10.6300,10.5500,24351,258851
36,DNA,2021-10-13 12:35:00,10.6190,10.5500,10.6190,10.5500,30883,325816
37,DNA,2021-10-13 12:40:00,10.5533,10.5607,10.5700,10.5533,12314,130044
38,DNA,2021-10-13 12:45:00,10.5600,10.5350,10.5600,10.5200,20416,215083
39,DNA,2021-10-13 12:50:00,10.4850,10.4100,10.4850,10.4100,54919,571707
40,DNA,2021-10-13 12:55:00,10.4500,10.4150,10.4500,10.4100,39024,406435
41,DNA,2021-10-13 13:00:00,10.4100,10.4300,10.4400,10.3400,37259,388611
42,DNA,2021-10-13 13:05:00,10.4500,10.5200,10.5357,10.4500,40120,422062
43,DNA,2021-10-13 13:10:00,10.5200,10.5500,10.5500,10.5200,7217,76139.4
44,DNA,2021-10-13 13:15:00,10.5500,10.4600,10.5500,10.4600,21109,220800
45,DNA,2021-10-13 13:20:00,10.4800,10.4800,10.4800,10.4500,27591,289154
46,DNA,2021-10-13 13:25:00,10.4800,10.5500,10.5500,10.4800,12384,130651
47,DNA,2021-10-13 13:30:00,10.5583,10.5801,10.6000,10.5583,22236,235259
48,DNA,2021-10-13 13:35:00,10.6200,10.6200,10.6285,10.6100,14311,151983
49,DNA,2021-10-13 13:40:00,10.6300,10.6000,10.6700,10.6000,24295,257527
50,DNA,2021-10-13 13:45:00,10.5976,10.6150,10.6150,10.5900,25525,270948
51,DNA,2021-10-13 13:50:00,10.6150,10.5500,10.6200,10.5500,29232,308398
52,DNA,2021-10-13 13:55:00,10.5500,10.5950,10.6050,10.5500,37806,400555
53,DNA,2021-10-13 14:00:00,10.5600,10.5600,10.5600,10.5500,58189,614476
54,DNA,2021-10-13 14:05:00,10.5600,10.5600,10.5800,10.5600,18406,194367
55,DNA,2021-10-13 14:10:00,10.5800,10.5800,10.5900,10.5700,11616,122897
56,DNA,2021-10-13 14:15:00,10.5800,10.6000,10.6100,10.5700,16012,169727
57,DNA,2021-10-13 14:20:00,10.6000,10.5601,10.6000,10.5600,15862,167504
58,DNA,2021-10-13 14:25:00,10.5750,10.5900,10.6150,10.5750,31867,337472
59,DNA,2021-10-13 14:30:00,10.5800,10.5450,10.5850,10.5450,19371,204267
60,DNA,2021-10-13 14:35:00,10.5500,10.5350,10.5500,10.5350,22656,238681
61,DNA,2021-10-13 14:40:00,10.4900,10.5300,10.5450,10.4900,32351,340656
62,DNA,2021-10-13 14:45:00,10.5100,10.5100,10.5350,10.5100,16052,168707
63,DNA,2021-10-13 14:50:00,10.5150,10.5150,10.5150,10.5000,20242,212845
64,DNA,2021-10-13 14:55:00,10.5200,10.5000,10.5300,10.5000,18969,199174
65,DNA,2021-10-13 15:00:00,10.5000,10.4950,10.5050,10.4900,30258,317558
66,DNA,2021-10-13 15:05:00,10.5200,10.5250,10.5350,10.5200,21654,227908
67,DNA,2021-10-13 15:10:00,10.5250,10.5300,10.5300,10.5200,15246,160540
68,DNA,2021-10-13 15:15:00,10.5350,10.4950,10.5350,10.4950,57570,604197
69,DNA,2021-10-13 15:20:00,10.4900,10.4950,10.4950,10.4600,51961,545331
70,DNA,2021-10-13 15:25:00,10.4850,10.4333,10.4850,10.4333,15993,166860
71,DNA,2021-10-13 15:30:00,10.4366,10.3850,10.4366,10.3850,31054,322496
72,DNA,2021-10-13 15:35:00,10.4300,10.4342,10.4399,10.4300,147767,1541830
73,DNA,2021-10-13 15:40:00,10.4450,10.3999,10.4450,10.3999,39805,413968
74,DNA,2021-10-13 15:45:00,10.3800,10.3599,10.3800,10.3599,52645,545397
75,DNA,2021-10-13 15:50:00,10.3600,10.3650,10.3700,10.3600,53786,557492
76,DNA,2021-10-13 15:55:00,10.3500,10.3050,10.3700,10.3000,106756,1100120
77,DNA,2021-10-13 16:00:00,10.2850,10.2500,10.2900,10.2500,447162,4583410
78,GXO,2021-10-13 09:35:00,76.8100,76.6268,76.8100,76.2700,2989,229038
79,GXO,2021-10-13 09:40:00,76.6800,76.4400,76.6800,76.1900,8110,619928
80,GXO,2021-10-13 09:45:00,76.0300,76.4500,76.6064,76.0300,13745,1050810
81,GXO,2021-10-13 09:50:00,76.5500,75.9950,76.5500,75.8900,18289,1389870
82,GXO,2021-10-13 09:55:00,75.9900,75.9050,76.0150,75.7600,4396,333678
83,GXO,2021-10-13 10:00:00,75.9050,75.7450,76.0114,75.7450,2099,158989
84,GXO,2021-10-13 10:05:00,75.7350,76.2450,76.2450,75.7350,2934,223703
85,GXO,2021-10-13 10:10:00,76.3000,76.3050,76.5412,76.3000,9904,755725
86,GXO,2021-10-13 10:15:00,76.5500,76.4250,76.5500,76.4000,3622,276811
87,GXO,2021-10-13 10:20:00,76.4200,76.6700,76.6700,76.3700,2788,213756
88,GXO,2021-10-13 10:25:00,76.6450,76.5500,76.6450,76.5500,2777,212579
89,GXO,2021-10-13 10:30:00,76.5300,76.7500,76.7500,76.5300,4680,359190
90,GXO,2021-10-13 10:35:00,77.0000,76.5195,77.0000,76.5195,27122,2075360
91,GXO,2021-10-13 10:40:00,76.5200,76.7500,76.7500,76.5200,10745,824679
92,GXO,2021-10-13 10:45:00,76.7900,76.9300,76.9300,76.7900,2686,206634
93,GXO,2021-10-13 10:50:00,76.9300,76.7550,76.9500,76.7550,11889,912540
94,GXO,2021-10-13 10:55:00,76.9200,76.9100,76.9200,76.8100,4120,316869
95,GXO,2021-10-13 11:00:00,76.8250,77.3800,77.4500,76.8250,48744,3771810
96,GXO,2021-10-13 11:05:00,77.5500,77.7700,77.8200,77.4490,7289,566866
97,GXO,2021-10-13 11:10:00,77.7700,77.8500,77.8500,77.7700,3449,268505
98,GXO,2021-10-13 11:15:00,77.8500,78.1800,78.1900,77.8500,5256,410914
99,GXO,2021-10-13 11:20:00,78.1800,78.1600,78.1800,78.1016,22801,1782130
100,GXO,2021-10-13 11:25:00,78.1600,77.4100,78.1600,77.4100,8131,629421
101,GXO,2021-10-13 11:30:00,77.5500,77.7600,77.7700,77.3450,7010,545098
102,GXO,2021-10-13 11:35:00,77.7814,77.9000,77.9000,77.6004,3062,238530
103,GXO,2021-10-13 11:40:00,77.6400,77.7400,77.7400,77.5300,5730,445450
104,GXO,2021-10-13 11:45:00,77.8400,77.9900,78.0000,77.8400,1491,116283
105,GXO,2021-10-13 11:50:00,78.0000,78.0800,78.0800,78.0000,2168,169277
106,GXO,2021-10-13 11:55:00,77.9200,77.8550,77.9850,77.8550,4713,366931
107,GXO,2021-10-13 12:00:00,77.8629,78.2300,78.3100,77.8600,5185,405623
108,GXO,2021-10-13 12:05:00,78.8100,79.4900,79.5000,78.8100,82400,6549980
109,GXO,2021-10-13 12:10:00,79.4600,79.2900,79.4600,79.0374,11650,923728
110,GXO,2021-10-13 12:15:00,79.3700,79.0600,79.3700,79.0600,6609,522508
111,GXO,2021-10-13 12:20:00,79.0600,79.1300,79.1300,79.0500,5615,444315
112,GXO,2021-10-13 12:25:00,79.2841,79.2904,79.2904,79.1600,5784,458616
113,GXO,2021-10-13 12:30:00,79.4100,79.2750,79.4100,79.2050,14021,1111510
114,GXO,2021-10-13 12:35:00,79.1128,79.3600,79.3600,79.1128,6617,525125
115,GXO,2021-10-13 12:40:00,79.4300,79.7400,79.7400,79.4300,12037,959830
116,GXO,2021-10-13 12:45:00,79.7300,79.9100,79.9100,79.5300,6333,506070
117,GXO,2021-10-13 12:50:00,79.8750,79.5900,79.8750,79.5900,7235,575834
118,GXO,2021-10-13 12:55:00,79.5500,79.5200,79.5500,79.2800,8298,659857
119,GXO,2021-10-13 13:00:00,79.4200,80.6500,80.6500,79.4200,50038,4035560
120,GXO,2021-10-13 13:05:00,81.0674,80.9742,81.0674,80.8350,122561,9924280
121,GXO,2021-10-13 13:10:00,80.8700,80.6900,80.8700,80.3200,27921,2252950
122,GXO,2021-10-13 13:15:00,80.6600,80.5000,80.6600,80.5000,24273,1953980
123,GXO,2021-10-13 13:20:00,80.4450,80.6200,80.6407,80.4300,18750,1511620
124,GXO,2021-10-13 13:25:00,80.7400,80.6900,80.7499,80.5300,4095,330426
125,GXO,2021-10-13 13:30:00,80.5050,80.3700,80.5050,80.3700,9728,781839
126,GXO,2021-10-13 13:35:00,80.2800,80.5350,80.5350,80.2800,6252,503505
127,GXO,2021-10-13 13:40:00,80.6100,80.8600,80.8600,80.6100,2596,209913
128,GXO,2021-10-13 13:45:00,80.7400,80.7700,80.8300,80.7200,6181,499239
129,GXO,2021-10-13 13:50:00,80.8100,80.8800,80.9699,80.8100,15619,1263260
130,GXO,2021-10-13 13:55:00,80.8600,80.9350,81.0050,80.8600,6073,491518
131,GXO,2021-10-13 14:00:00,81.1550,80.9500,81.1550,80.9100,8774,710255
132,GXO,2021-10-13 14:05:00,80.8700,80.9001,81.3300,80.8700,8460,684415
133,GXO,2021-10-13 14:10:00,81.0800,81.6800,81.6800,81.0800,13002,1062000
134,GXO,2021-10-13 14:15:00,81.5450,81.8000,81.8000,81.4400,18892,1545370
135,GXO,2021-10-13 14:20:00,81.7607,81.7400,81.8400,81.7094,22690,1854680
136,GXO,2021-10-13 14:25:00,81.8489,81.9500,81.9700,81.6900,14077,1153610
137,GXO,2021-10-13 14:30:00,82.2148,82.8200,82.8200,82.2148,36699,3039410
138,GXO,2021-10-13 14:35:00,82.7500,82.4599,82.9100,82.4599,43977,3626340
139,GXO,2021-10-13 14:40:00,82.1200,81.8250,82.1200,81.6900,14845,1214690
140,GXO,2021-10-13 14:45:00,81.8600,81.3300,81.8600,81.2700,11361,923990
141,GXO,2021-10-13 14:50:00,81.0200,81.1270,81.1270,80.8576,14623,1186320
142,GXO,2021-10-13 14:55:00,80.9600,80.8700,80.9600,80.7600,10706,865794
143,GXO,2021-10-13 15:00:00,80.9150,80.7891,80.9150,80.7891,2441,197206
144,GXO,2021-10-13 15:05:00,81.0000,80.8650,81.0000,80.8650,7616,615868
145,GXO,2021-10-13 15:10:00,80.8500,81.0675,81.0675,80.8500,7418,601359
146,GXO,2021-10-13 15:15:00,81.0400,80.6500,81.0599,80.6500,13299,1072560
147,GXO,2021-10-13 15:20:00,80.5300,80.3100,80.6150,80.3100,12984,1042750
148,GXO,2021-10-13 15:25:00,80.0000,79.8700,80.0000,79.8700,18380,1468010
149,GXO,2021-10-13 15:30:00,79.7336,79.8200,79.8200,79.6800,9393,749749
150,GXO,2021-10-13 15:35:00,79.9000,79.5100,79.9000,79.5100,10004,795418
151,GXO,2021-10-13 15:40:00,79.3600,79.3500,79.6500,79.1500,19554,1551610
152,GXO,2021-10-13 15:45:00,79.3050,79.3550,79.4600,79.3050,13767,1092480
153,GXO,2021-10-13 15:50:00,79.5100,79.2950,79.5900,79.2950,15965,1265940
154,GXO,2021-10-13 15:55:00,79.4800,79.3000,79.5600,79.2500,21442,1700350
155,GXO,2021-10-13 16:00:00,79.2200,79.2600,79.2600,79.1650,49067,3889050
156,RLX,2021-10-13 09:35:00,5.1200,4.9829,5.1200,4.9829,712818,3551900
157,RLX,2021-10-13 09:40:00,4.9799,5.1100,5.1100,4.9799,609751,3115830
158,RLX,2021-10-13 09:45:00,5.1700,5.2200,5.2350,5.1550,1154582,6026920
159,RLX,2021-10-13 09:50:00,5.2300,5.1829,5.2600,5.1829,668783,3466240
160,RLX,2021-10-13 09:55:00,5.2100,5.2916,5.3550,5.2100,844711,4469870
161,RLX,2021-10-13 10:00:00,5.2650,5.2473,5.2873,5.2473,293659,1540920
162,RLX,2021-10-13 10:05:00,5.2600,5.2900,5.3400,5.2600,379366,2006850
163,RLX,2021-10-13 10:10:00,5.3000,5.2750,5.3000,5.2550,181058,955081
164,RLX,2021-10-13 10:15:00,5.2850,5.2400,5.2850,5.2300,224655,1177190
165,RLX,2021-10-13 10:20:00,5.2530,5.3100,5.3100,5.2530,277492,1473480
166,RLX,2021-10-13 10:25:00,5.3000,5.2800,5.3000,5.2800,154761,817138
167,RLX,2021-10-13 10:30:00,5.2800,5.3400,5.3600,5.2800,411440,2197090
168,RLX,2021-10-13 10:35:00,5.3510,5.3600,5.3600,5.3510,291576,1562850
169,RLX,2021-10-13 10:40:00,5.3450,5.2601,5.3500,5.2601,216169,1137070
170,RLX,2021-10-13 10:45:00,5.2650,5.2826,5.2826,5.2418,172700,912305
171,RLX,2021-10-13 10:50:00,5.2750,5.2616,5.2850,5.2616,63576,334511
172,RLX,2021-10-13 10:55:00,5.2697,5.2500,5.2700,5.2500,98084,514941
173,RLX,2021-10-13 11:00:00,5.2550,5.2750,5.2750,5.2500,76535,403722
174,RLX,2021-10-13 11:05:00,5.3200,5.3600,5.3650,5.3184,265677,1424030
175,RLX,2021-10-13 11:10:00,5.3650,5.3250,5.3650,5.3250,159932,851638
176,RLX,2021-10-13 11:15:00,5.3100,5.2901,5.3100,5.2901,69705,368746
177,RLX,2021-10-13 11:20:00,5.3000,5.2950,5.3000,5.2950,119820,634447
178,RLX,2021-10-13 11:25:00,5.2750,5.2650,5.2750,5.2650,114797,604406
179,RLX,2021-10-13 11:30:00,5.2650,5.2896,5.2896,5.2650,53003,280365
180,RLX,2021-10-13 11:35:00,5.2816,5.2799,5.2816,5.2700,38583,203714
181,RLX,2021-10-13 11:40:00,5.2700,5.2900,5.3100,5.2700,175383,927776
182,RLX,2021-10-13 11:45:00,5.2750,5.2800,5.2800,5.2750,67294,355312
183,RLX,2021-10-13 11:50:00,5.2850,5.2800,5.2850,5.2800,31213,164805
184,RLX,2021-10-13 11:55:00,5.2800,5.3327,5.3327,5.2800,143924,767504
185,RLX,2021-10-13 12:00:00,5.3400,5.3600,5.3600,5.3350,240048,1286660
186,RLX,2021-10-13 12:05:00,5.3650,5.3850,5.3870,5.3650,148278,798477
187,RLX,2021-10-13 12:10:00,5.3800,5.3456,5.3880,5.3456,223414,1194280
188,RLX,2021-10-13 12:15:00,5.3700,5.3550,5.3700,5.3500,97881,524153
189,RLX,2021-10-13 12:20:00,5.3450,5.3300,5.3450,5.3150,143588,765324
190,RLX,2021-10-13 12:25:00,5.3400,5.3150,5.3400,5.3150,54387,289067
191,RLX,2021-10-13 12:30:00,5.3150,5.3224,5.3300,5.3150,92290,491204
192,RLX,2021-10-13 12:35:00,5.3700,5.3980,5.3980,5.3700,176083,950496
193,RLX,2021-10-13 12:40:00,5.4300,5.4350,5.4550,5.4300,290494,1578830
194,RLX,2021-10-13 12:45:00,5.4600,5.4500,5.4600,5.4308,108299,590230
195,RLX,2021-10-13 12:50:00,5.4450,5.4319,5.4450,5.4250,99887,542576
196,RLX,2021-10-13 12:55:00,5.4396,5.4350,5.4400,5.4350,58904,320143
197,RLX,2021-10-13 13:00:00,5.4250,5.4150,5.4300,5.4150,42957,232612
198,RLX,2021-10-13 13:05:00,5.4126,5.4184,5.4184,5.4050,99454,538882
199,RLX,2021-10-13 13:10:00,5.4150,5.3900,5.4200,5.3900,115634,623267
200,RLX,2021-10-13 13:15:00,5.3840,5.4099,5.4100,5.3840,45517,246242
201,RLX,2021-10-13 13:20:00,5.4050,5.4050,5.4100,5.4050,29732,160701
